Vernier Format 2
Bandlücke-Si_try.txt 20.10.2014 18:05:28 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	82,7458743574	0,00610501	0,0586081	1638,52632373	0,756167284012
0,5	82,4847950439	0,00732601	0,0610501	1637,55894144	0,756613987224
1	81,9627433071	0,00854701	0,0647131	1635,52262452	0,757556013854
1,5	81,7017174387	0,00854701	0,0647131	1634,4535376	0,758051527006
2	81,1796657019	0,00610501	0,0854701	1632,2136178	0,759091816468
2,5	80,8533833664	0,00854701	0,0732601	1630,74484444	0,759775512537
3	80,3965880967	0,00854701	0,0610501	1628,59972712	0,760776254208
3,5	80,0703057612	0,00610501	0,0598291	1627,00411474	0,761522351896
4	79,5482540244	0,00854701	0,03663	1624,3414101	0,762770678811
4,5	79,287228156	0,00732601	0,04884	1622,95947417	0,763420171434
5	78,7651764192	0,010989	0,0500611	1620,09457851	0,76477016616
5,5	78,2431246824	0,00854701	0,0512821	1617,0951838	0,766188664965
6	77,982098814	0,01221	0,0683761	1615,54512669	0,766923795275
6,5	77,4600470772	0,00732601	0,047619	1612,3444538	0,768446219467
7	77,1990212088	0,01221	0,043956	1610,69390445	0,769233680328
7,5	76,6117130049	0,02442	0,0512821	1606,85799393	0,771070004122
8	76,3506871365	0,029304	0,0561661	1605,09892649	0,771915038725
8,5	75,8286353997	0,025641	0,040293	1601,48088772	0,773658936239
9	75,5676095313	0,034188	0,0537241	1599,62199147	0,774557993454
9,5	74,9803013274	0,0586081	0,0586081	1595,31814721	0,776647593565
10	74,7845319261	0,0647131	0,0561661	1593,84626034	0,777364812926
10,5	74,1972237222	0,0525031	0,0586081	1589,31902394	0,779579166508
11	73,6751719854	0,0659341	0,031746	1585,1546083	0,781627226461
11,5	73,414146117	0,0830281	0,0500611	1583,02302907	0,782679706643
12	72,8920943802	0,106227	0,0573871	1578,66134896	0,78484217075
12,5	72,6310685118	0,0952381	0,0683761	1576,43133862	0,785952403789
13	72,109016775	0,100122	0,0549451	1571,87320878	0,788231514525
13,5	71,5217085711	0,108669	0,041514	1566,58934879	0,790890095707
14	71,3259391698	0,135531	0,0598291	1564,79145573	0,791798801984
14,5	70,7386309659	0,156288	0,0647131	1559,28825119	0,794593301821
15	70,4776050975	0,166056	0,0793651	1556,78975815	0,795868545197
15,5	69,9555533607	0,17094	0,0757021	1551,69589147	0,798481201639
16	69,498758091	0,169719	0,0634921	1547,13307023	0,800836090857
16,5	69,1724757555	0,181929	0,0647131	1543,81368784	0,802557983364
17	68,6504240187	0,212454	0,0647131	1538,39858587	0,805382955612
17,5	68,3893981503	0,227106	0,0976801	1535,64311262	0,806828090343
18	67,8673464135	0,230769	0,0695971	1530,0366075	0,809784546284
18,5	67,6063205451	0,241758	0,0720391	1527,185692	0,811296233648
19	67,0842688083	0,286935	0,0879121	1521,38883098	0,814387469378
19,5	66,7579864728	0,282051	0,0891331	1517,70162282	0,816365998015
20	66,3011912031	0,297924	0,0866911	1512,45687165	0,819196912802
20,5	65,7138829992	0,307692	0,0695971	1505,57240885	0,822942817441
21	65,4528571308	0,32967	0,0903541	1502,4618263	0,824646575581
21,5	64,930805394	0,355311	0,0964591	1496,14717598	0,828127085283
22	64,6697795256	0,365079	0,0989011	1492,94323927	0,829904290672
22,5	64,1477277888	0,376068	0,0940171	1486,44247523	0,833533769819
23	63,625676052	0,40293	0,0683761	1479,81830785	0,837264948964
23,5	63,3646501836	0,424908	0,0952381	1476,46011936	0,839169296719
24	62,7773419797	0,446886	0,0915751	1468,79226103	0,843550196219
