Vernier Format 2
Bandlücke-Si_try.txt 20.10.2014 17:42:29 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	82,4847950439	0,00610501	0,0769231	1637,55894144	0,756613987224
0,5	81,9627433071	0,00732601	0,0610501	1635,52262452	0,757556013854
1	81,7017174387	0,00488401	0,0866911	1634,4535376	0,758051527006
1,5	81,1796657019	0,00732601	0,0610501	1632,2136178	0,759091816468
2	80,9186398335	0,00732601	0,0683761	1631,0428314	0,759636703675
2,5	80,3313316296	0,00732601	0,0561661	1628,28482819	0,760923383029
3	80,0703057612	0,00488401	0,04884	1627,00411474	0,761522351896
3,5	79,5482540244	0,00854701	0,0659341	1624,3414101	0,762770678811
4	79,287228156	0,00610501	0,0549451	1622,95947417	0,763420171434
4,5	78,7651764192	0,00732601	0,0659341	1620,09457851	0,76477016616
5	78,2431246824	0,00732601	0,037851	1617,0951838	0,766188664965
5,5	77,982098814	0,00732601	0,0512821	1615,54512669	0,766923795275
6	77,3947906101	0,020757	0,043956	1611,93495239	0,768641438143
6,5	77,1337647417	0,00610501	0,0586081	1610,27604235	0,769433294303
7	76,6117130049	0,031746	0,0586081	1606,85799393	0,771070004122
7,5	76,3506871365	0,014652	0,045177	1605,09892649	0,771915038725
8	75,8286353997	0,034188	0,0525031	1601,48088772	0,773658936239
8,5	75,5676095313	0,031746	0,03663	1599,62199147	0,774557993454
9	75,0455577945	0,039072	0,0634921	1595,80463817	0,776410827721
9,5	74,719275459	0,0512821	0,043956	1593,3514955	0,777606198944
10	74,2624801893	0,0561661	0,0561661	1589,83030555	0,779328457682
10,5	73,7404284525	0,0781441	0,0549451	1585,68236424	0,781367080787
11	73,414146117	0,0671551	0,040293	1583,02302907	0,782679706643
11,5	72,8920943802	0,0793651	0,0634921	1578,66134896	0,78484217075
12	72,6310685118	0,0927961	0,04884	1576,43133862	0,785952403789
12,5	72,109016775	0,108669	0,0683761	1571,87320878	0,788231514525
13	71,8479909066	0,107448	0,0525031	1569,54518389	0,789400657414
13,5	71,2606827027	0,129426	0,0549451	1564,18809735	0,792104224611
14	70,7386309659	0,126984	0,0586081	1559,28825119	0,794593301821
14,5	70,4776050975	0,159951	0,0500611	1556,78975815	0,795868545197
15	69,9555533607	0,147741	0,0842491	1551,69589147	0,798481201639
15,5	69,6945274923	0,185592	0,0647131	1549,10062354	0,799818927944
16	69,1724757555	0,192918	0,0781441	1543,81368784	0,802557983364
16,5	68,9114498871	0,196581	0,0586081	1541,12212979	0,803959644762
17	68,3893981503	0,213675	0,0708181	1535,64311262	0,806828090343
17,5	68,1283722819	0,208791	0,0720391	1532,85576721	0,808295226796
18	67,6063205451	0,249084	0,0757021	1527,185692	0,811296233648
18,5	67,2800382096	0,249084	0,0903541	1523,57748126	0,813217585087
19	66,8232429399	0,272283	0,0793651	1518,44300577	0,815967405621
19,5	66,5622170715	0,290598	0,0952381	1515,46566539	0,817570485623
20	65,9749088676	0,312576	0,0732601	1508,65174336	0,82126309498
20,5	65,4528571308	0,322344	0,0757021	1502,4618263	0,824646575581
21	65,1918312624	0,326007	0,0854701	1499,32006028	0,826374589941
21,5	64,6697795256	0,351648	0,0830281	1492,94323927	0,829904290672
22	64,4087536572	0,363858	0,108669	1489,70831664	0,831706439549
22,5	63,8867019204	0,391941	0,0915751	1483,14578283	0,83538652393
23	63,3646501836	0,418803	0,0927961	1476,46011936	0,839169296719
23,5	63,0383678481	0,421245	0,0879121	1472,21929912	0,841586576634
24	62,5163161113	0,449328	0,0647131	1465,33473828	0,845540590578
