Vernier Format 2
Bandlücke-Si_try.txt 20.10.2014 18:08:32 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	7,570317368	0,0818071	0,129426	217,605898285	5,69377948744
0,5	7,831129456	0,0854701	0,13431	225,056885571	5,50527479688
1	8,418491105	0,0671551	0,107448	241,819562777	5,12365495071
1,5	8,614634622	0,0683761	0,106227	247,41171717	5,00784689655
2	9,201996271	0,0757021	0,106227	264,140103249	4,69069249524
2,5	9,462808359	0,0708181	0,1221	271,559381213	4,56253801458
3	9,723620447	0,040293	0,102564	278,973032212	4,44128950449
3,5	10,245779074	0,039072	0,0793651	293,798000669	4,21718322514
4	10,507125613	0,04884	0,0989011	301,208985963	4,11342309738
4,5	11,028749789	0,04884	0,0989011	315,981756076	3,92111245721
5	11,35529935	0,021978	0,0915751	325,21662141	3,80976837723
5,5	11,812254955	0,030525	0,0732601	338,121585948	3,66436232258
6	12,073067043	0,03663	0,101343	345,477638453	3,58633920722
6,5	12,333879131	0,025641	0,0854701	352,826532336	3,51164066885
7	12,92124078	0,02442	0,0732601	369,349598628	3,35454540794
7,5	13,182587319	0,029304	0,0915751	376,689161676	3,28918409674
8	13,704211495	0,018315	0,0769231	391,314685653	3,16624968453
8,5	13,965558034	0,019536	0,0695971	398,630312724	3,10814295966
9	14,552919683	0,026862	0,0781441	415,041276247	2,98524525369
9,5	14,748528749	0,013431	0,0854701	420,497023264	2,94651312959
10	15,270687376	0,013431	0,0573871	435,036411823	2,84803746612
10,5	15,531499464	0,021978	0,0793651	442,28520989	2,8013597839
11	16,118861113	0,00976801	0,0757021	458,576070787	2,70184180756
11,5	16,380207652	0,00732601	0,0610501	465,809298245	2,65988679202
12	16,64101974	0,02442	0,0769231	473,018072034	2,61935023893
12,5	17,163178367	0,010989	0,0744811	487,420787591	2,54195149559
13	17,489193477	0,00732601	0,0683761	496,392818937	2,49600709908
13,5	17,946149082	0,00732601	0,0525031	508,941255632	2,43446564076
14	18,272164192	0,010989	0,0866911	517,874201279	2,39247291512
14,5	18,729119797	0,00854701	0,0671551	530,366683619	2,33611959097
15	19,055669358	0,00732601	0,0561661	539,273438531	2,29753574249
15,5	19,577293534	0,013431	0,0647131	553,464464164	2,23862610921
16	19,838640073	0,00976801	0,0671551	560,55734099	2,21030019482
16,5	20,295595678	0,00732601	0,0720391	572,930884778	2,16256451331
17	20,68681381	0,00732601	0,041514	583,495449496	2,1234098759
17,5	20,882422876	0,00976801	0,0757021	588,76756119	2,10439582897
18	21,469784525	0,010989	0,0647131	604,556814766	2,04943517257
18,5	21,731131064	0,00732601	0,0525031	611,561917232	2,0259600297
19	22,253289691	0,014652	0,0598291	625,519544513	1,98075345666
19,5	22,514101779	0,00732601	0,0671551	632,471832101	1,95898052232
20	23,036260406	0,00732601	0,045177	646,351126046	1,91691473887
20,5	23,297072494	0,00976801	0,0769231	653,263638729	1,89663089532
21	23,558419033	0,00732601	0,0573871	660,176738427	1,87677015545
21,5	24,080043209	0,00732601	0,0525031	673,933454438	1,83846044716
22	24,40659277	0,010989	0,0634921	682,517139365	1,81533902746
22,5	24,928751397	0,00610501	0,0695971	696,196422828	1,77967016114
23	25,189563485	0,00732601	0,0659341	703,007481266	1,76242790158
23,5	25,711722112	0,00732601	0,0634921	716,599638289	1,72899891906
24	26,037737222	0,00732601	0,153846	725,055932703	1,70883368319
24,5	26,559895849	0,00732601	0,242979	738,550844157	1,67760961862
25	26,821242388	0,00854701	0,466422	745,282242517	1,66245742796
25,5	27,082054476	0,00976801	0,714286	751,984416562	1,64764052647
