Vernier Format 2
Bandlücke-Si_try.txt 20.10.2014 17:50:33 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	-80,134695085	0,190476	0,112332	-1627,32317708	-0,761373043442
0,5	-79,612536458	0,177045	0,0964591	-1624,67656484	-0,762613326746
1	-79,285986897	0,151404	0,0891331	-1622,95282214	-0,763423300479
1,5	-79,025174809	0,147741	0,0659341	-1621,53821501	-0,76408930023
2	-78,568219204	0,150183	0,0964591	-1618,97876736	-0,765297250947
2,5	-78,242204094	0,13431	0,0842491	-1617,08977601	-0,766191227218
3	-77,915654533	0,112332	0,0671551	-1615,14520357	-0,767113691862
3,5	-77,458698928	0,119658	0,0695971	-1612,33601497	-0,768450241451
4	-77,132683818	0,126984	0,0732601	-1610,26910319	-0,769436610033
4,5	-76,675728213	0,0952381	0,0720391	-1607,28430486	-0,770865487989
5	-76,349713103	0,0964591	0,045177	-1605,09230002	-0,771918225505
5,5	-75,827554476	0,0964591	0,0647131	-1601,47325843	-0,773662621888
6	-75,566742388	0,0976801	0,0659341	-1599,61576076	-0,774561010459
6,5	-75,044583761	0,0842491	0,043956	-1595,79739191	-0,776414353279
7	-74,783237222	0,107448	0,0720391	-1593,83646418	-0,777369590822
7,5	-74,261613046	0,0842491	0,0573871	-1589,82352504	-0,779331781476
8	-73,935063485	0,0732601	0,0500611	-1587,24423856	-0,780598202785
8,5	-73,412904858	0,0976801	0,0561661	-1583,01281422	-0,78268475711
9	-73,15209277	0,0854701	0,0561661	-1580,85000957	-0,783755569789
9,5	-72,890746231	0,0866911	0,047619	-1578,64991552	-0,784847855006
10	-72,369122055	0,0915751	0,0610501	-1574,16057152	-0,787086160343
10,5	-72,107775516	0,0830281	0,034188	-1571,86221546	-0,788237027273
11	-71,520413867	0,101343	0,0586081	-1566,57751864	-0,790896068188
11,5	-71,324804801	0,0915751	0,0525031	-1564,78098474	-0,791804100436
12	-70,737443152	0,100122	0,040293	-1559,2769549	-0,794599058303
12,5	-70,541834086	0,118437	0,0671551	-1557,40754569	-0,79555284256
13	-69,954472437	0,107448	0,045177	-1551,68521068	-0,798486697863
13,5	-69,693660349	0,119658	0,0525031	-1549,0919483	-0,7998234071
14	-69,43231381	0,120879	0,0610501	-1546,46117452	-0,801184032559
14,5	-68,910155183	0,117216	0,047619	-1541,10869973	-0,803966650902
15	-68,649343095	0,147741	0,0586081	-1538,38724109	-0,80538889488
15,5	-68,127184468	0,141636	0,0500611	-1532,84301046	-0,808301953652
16	-67,86637238	0,148962	0,0500611	-1530,02602813	-0,809790145541
16,5	-67,344213753	0,161172	0,04884	-1524,291077	-0,812836877875
17	-67,017664192	0,164835	0,0500611	-1520,64015826	-0,814788425305
17,5	-66,756852104	0,17094	0,0512821	-1517,68871777	-0,816372939651
18	-66,234693477	0,18315	0,0659341	-1511,68534583	-0,819615010108
18,5	-65,973881389	0,197802	0,0695971	-1508,63968349	-0,821269660051
19	-65,451722762	0,212454	0,0634921	-1502,4482402	-0,824654032564
19,5	-65,256113696	0,210012	0,0708181	-1500,09666871	-0,825946771193
20	-64,668752047	0,221001	0,04884	-1492,93056631	-0,829911335434
20,5	-64,407405508	0,242979	0,0793651	-1489,69152856	-0,831715812464
21	-63,885781332	0,235653	0,0549451	-1483,13410151	-0,835393103522
21,5	-63,624434793	0,272283	0,0757021	-1479,80241125	-0,837273943185
22	-63,102276166	0,26862	0,0537241	-1473,05370496	-0,841109863018
22,5	-62,841464078	0,294261	0,0781441	-1469,63695458	-0,843065354435
23	-62,254102429	0,288156	0,0586081	-1461,83086116	-0,84756727534
