Vernier Format 2
Bandlücke-Si_try.txt 20.10.2014 17:52:35 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	-1,500385004	0,266178	0,255189	-43,2487947315	-28,648197197
0,5	-2,087746653	0,23199	0,218559	-60,173132173	-20,5905851209
1	-2,348558741	0,210012	0,199023	-67,686293854	-18,3050353248
1,5	-2,870717368	0,196581	0,197802	-82,7236420444	-14,9775804036
2	-3,131529456	0,173382	0,190476	-90,2321255633	-13,7312513948
2,5	-3,653688083	0,152625	0,152625	-105,258704044	-11,7709980496
3	-3,915034622	0,153846	0,177045	-112,776478692	-10,9863334479
3,5	-4,436658798	0,136752	0,14652	-127,774109958	-9,69680008267
4	-4,698005337	0,1221	0,136752	-135,284387491	-9,15848475184
4,5	-5,285366986	0,1221	0,136752	-152,152805337	-8,14312951546
5	-5,480976052	0,100122	0,128205	-157,767033187	-7,85335171088
5,5	-6,068337701	0,0927961	0,120879	-174,613742995	-7,09566142247
6	-6,329149789	0,100122	0,123321	-182,088578575	-6,80438064646
6,5	-6,851308416	0,0769231	0,102564	-197,042073157	-6,2879971782
7	-7,112654955	0,0805861	0,120879	-204,520405558	-6,05807521562
7,5	-7,699482153	0,0634921	0,102564	-221,296504323	-5,59882318878
8	-8,156437758	0,0659341	0,100122	-234,343873677	-5,28710215701
8,5	-8,482987319	0,0622711	0,106227	-243,658699544	-5,08498158415
9	-9,004611495	0,0500611	0,0891331	-258,521484646	-4,79263842113
9,5	-9,265958034	0,0573871	0,113553	-265,960125301	-4,6585930827
10	-9,788116661	0,034188	0,0854701	-280,805468216	-4,41230723844
10,5	-10,114131771	0,045177	0,0952381	-290,062562653	-4,27149229004
11	-10,571087376	0,046398	0,0952381	-303,021796486	-4,08881477955
11,5	-10,897102486	0,026862	0,0854701	-312,255832801	-3,96790025949
12	-11,419261113	0,037851	0,0854701	-327,024240819	-3,78870996504
12,5	-11,680607652	0,026862	0,0915751	-334,405880402	-3,70507838711
13	-12,202231828	0,028083	0,0744811	-349,118014715	-3,54894318762
13,5	-12,789593477	0,034188	0,0964591	-365,649542676	-3,38849049538
14	-12,985736994	0,014652	0,0708181	-371,161607434	-3,33816853679
14,5	-13,572564192	0,015873	0,0732601	-387,626513846	-3,1963757786
15	-13,833910731	0,034188	0,0940171	-394,946261134	-3,13713566105
15,5	-14,356069358	0,00732601	0,0659341	-409,546025646	-3,02530099772
16	-14,616881446	0,00854701	0,0805861	-416,825773924	-2,97246494221
16,5	-15,139040073	0,023199	0,0769231	-431,374081439	-2,87221706939
17	-15,399852161	0,00732601	0,0769231	-438,627448373	-2,82472062475
17,5	-15,98721381	0,00854701	0,0769231	-454,928875981	-2,72350265155
18	-16,248560349	0,00976801	0,0891331	-462,166928376	-2,68084954575
18,5	-16,770184525	0,01221	0,0634921	-476,58453119	-2,59974866768
19	-17,292343152	0,017094	0,0866911	-490,977344091	-2,52353803065
19,5	-17,553689691	0,00854701	0,0647131	-498,165878618	-2,48712337231
20	-18,075313867	0,013431	0,0805861	-512,482409936	-2,41764395417
20,5	-18,401863428	0,023199	0,0805861	-521,423366776	-2,37618810154
21	-18,858819033	0,00610501	0,0610501	-533,906354755	-2,32063167813
21,5	-19,184834143	0,00976801	0,0879121	-542,791635153	-2,28264387245
22	-19,641789748	0,00610501	0,0586081	-555,215950522	-2,23156413074
22,5	-20,229151397	0,00976801	0,0757021	-571,13393757	-2,1693685465
23	-20,489963485	0,00732601	0,0732601	-578,18301734	-2,14292008385
23,5	-21,077325134	0,00732601	0,0683761	-594,013797614	-2,08581013602
