1000,000	50,000	9,520
1100,000	50,000	13,400
1200,000	50,000	14,500
1300,000	50,000	17,400
1400,000	50,000	19,460
1500,000	50,000	20,940
1600,000	50,000	22,120
1700,000	50,000	22,180
1800,000	50,000	22,860
1900,000	50,000	23,360
2000,000	50,000	24,320
2100,000	50,000	24,580
2200,000	50,000	26,720
2300,000	50,000	35,000
2400,000	50,000	47,780
2500,000	50,000	78,500
2600,000	50,000	143,600
2700,000	50,000	257,260
2800,000	50,000	430,320
2900,000	50,000	590,280
3000,000	50,000	681,640
3100,000	50,000	702,020
3200,000	50,000	708,860
3300,000	50,000	704,400
3400,000	50,000	715,720
3500,000	50,000	737,080
3600,000	50,000	795,100
3700,000	50,000	900,980
3800,000	50,000	1034,000
3900,000	50,000	1177,680
4000,000	50,000	709,220
