1000,000	40,000	0,000
1000,000	40,000	0,000
1000,000	40,000	0,000
1000,000	40,000	0,000
1000,000	40,000	0,000
1100,000	40,000	0,000
1100,000	40,000	0,000
1100,000	40,000	0,000
1100,000	40,000	0,000
1100,000	40,000	0,000
1200,000	40,000	0,000
1200,000	40,000	0,000
1200,000	40,000	0,000
1200,000	40,000	0,000
1200,000	40,000	0,000
1300,000	40,000	0,000
1300,000	40,000	0,000
1300,000	40,000	0,000
1300,000	40,000	0,000
1300,000	40,000	0,000
1400,000	40,000	0,050
1400,000	40,000	0,000
1400,000	40,000	0,025
1400,000	40,000	0,075
1400,000	40,000	0,000

1500,000	40,000	0,05
1500,000	40,000	0,025
1500,000	40,000	0,1
1500,000	40,000	0,075
1500,000	40,000	0,1
1500,000	40,000	0,125
1500,000	40,000	0,125
1500,000	40,000	0,075
1500,000	40,000	0,025
1500,000	40,000	0,05
1500,000	40,000	0,1
1500,000	40,000	0,125
1500,000	40,000	0,15
1500,000	40,000	0,025
1500,000	40,000	0,25
1500,000	40,000	0,200
1500,000	40,000	0,150
1500,000	40,000	0,275
1500,000	40,000	0,15
1500,000	40,000	0,175
1500,000	40,000	0,25
1500,000	40,000	0,175
1500,000	40,000	0,15
1500,000	40,000	0,225
1500,000	40,000	0,150

1500,000	40,000	0,200
1500,000	40,000	0,075
1500,000	40,000	0,275
1500,000	40,000	0,175
1500,000	40,000	0,250
1500,000	40,000	0,300
1500,000	40,000	0,175
1500,000	40,000	0,075
1500,000	40,000	0,075
1500,000	40,000	0,125
1500,000	40,000	0,075
1500,000	40,000	0,225
1500,000	40,000	0,225
1500,000	40,000	0,125
1500,000	40,000	0,125
1500,000	40,000	0,250
1500,000	40,000	0,250
1500,000	40,000	0,400
1500,000	40,000	0,075
1500,000	40,000	0,200
1500,000	40,000	0,225
1500,000	40,000	0,275
1500,000	40,000	0,325
1500,000	40,000	0,400
1500,000	40,000	0,425
1500,000	40,000	0,325
1500,000	40,000	0,325
1500,000	40,000	0,475
1500,000	40,000	0,300
1500,000	40,000	0,300
1500,000	40,000	0,375
1500,000	40,000	0,275
1500,000	40,000	0,300
1500,000	40,000	0,350
1500,000	40,000	0,350
1500,000	40,000	0,225
1500,000	40,000	0,350
1500,000	40,000	0,650
1500,000	40,000	0,350
1500,000	40,000	0,350
1500,000	40,000	0,425
1500,000	40,000	0,500
1500,000	40,000	0,450
1500,000	40,000	0,575
1500,000	40,000	0,475
1500,000	40,000	0,400
1500,000	40,000	0,625
1500,000	40,000	0,575
1500,000	40,000	0,925

1500,000	40,000	0,425
1500,000	40,000	0,875
1500,000	40,000	0,800
1500,000	40,000	0,725
1500,000	40,000	0,975
1500,000	40,000	0,700
1500,000	40,000	0,650
1500,000	40,000	0,875
1500,000	40,000	0,600
1500,000	40,000	1,000
1500,000	40,000	0,675
1500,000	40,000	0,900
1500,000	40,000	0,850
1500,000	40,000	0,925
1500,000	40,000	0,775
1500,000	40,000	0,800
1500,000	40,000	0,875
1500,000	40,000	0,675
1500,000	40,000	0,475
1500,000	40,000	1,125
1500,000	40,000	0,675
1500,000	40,000	0,600
1500,000	40,000	0,625
1500,000	40,000	0,700
1500,000	40,000	0,725
1500,000	40,000	0,550
1500,000	40,000	0,650
1500,000	40,000	0,650
1500,000	40,000	0,600
1500,000	40,000	0,850
1500,000	40,000	0,925
