1000,000	10,000	16,200
1100,000	10,000	18,100
1200,000	10,000	19,400
1300,000	10,000	20,500
1400,000	10,000	23,000
1500,000	10,000	29,300
1600,000	10,000	24,000
1700,000	10,000	27,400
1800,000	10,000	26,100
1900,000	10,000	32,200
2000,000	10,000	31,700
2100,000	10,000	36,600
2200,000	10,000	49,100
2300,000	10,000	61,300
2400,000	10,000	121,500
2500,000	10,000	185,600
2600,000	10,000	315,400
2700,000	10,000	441,500
2800,000	10,000	567,400
2900,000	10,000	621,000
3000,000	10,000	627,100
3100,000	10,000	607,300
3200,000	10,000	598,900
3300,000	10,000	578,500
3400,000	10,000	590,100
3500,000	10,000	728,200
3600,000	10,000	769,800
3700,000	10,000	698,200
3800,000	10,000	801,400
3900,000	10,000	978,500
4000,000	10,000	1024,000
