SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Jan 01 08:43:03 CET 2004
Benutzer: H. Stützler
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 30000000 (USB2+H04734)
Spektren Durchschnitt berechnet: 1 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Nein (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	1403,35
418,57	1403,35
418,69	1403,35
418,80	1290,36
418,92	1242,91
419,04	7559,12
419,16	3611,20
419,28	3875,60
419,40	3328,73
419,52	3866,56
419,64	3152,46
419,75	3310,65
419,87	3532,11
419,99	3010,09
420,11	3272,23
420,23	3552,45
420,35	4725,30
420,47	3966,00
420,58	3202,18
420,70	4162,60
420,82	3859,79
420,94	4695,92
421,06	5934,31
421,18	4768,24
421,29	4081,25
421,41	3437,20
421,53	4176,16
421,65	5344,49
421,77	5267,66
421,89	4069,95
422,00	6447,29
422,12	3970,52
422,24	3699,34
422,36	5950,13
422,48	5633,75
422,59	4228,14
422,71	5220,20
422,83	3453,02
422,95	3617,98
423,07	5062,01
423,18	6230,34
423,30	5523,02
423,42	3728,72
423,54	4327,57
423,66	3683,52
423,77	4490,28
423,89	3938,88
424,01	3642,84
424,13	3333,25
424,25	3550,19
424,36	4630,39
424,48	4375,03
424,60	4011,19
424,72	6155,77
424,84	3889,16
424,95	5620,19
425,07	4266,55
425,19	4406,66
425,31	4802,13
425,42	3360,36
425,54	4926,42
425,66	4704,96
425,78	3857,53
425,89	4388,59
426,01	3864,31
426,13	4180,68
426,25	5717,36
426,36	3943,40
426,48	4971,62
426,60	5123,03
426,72	4097,07
426,83	5211,16
426,95	4790,83
427,07	3979,56
427,19	6939,93
427,30	4417,96
427,42	3233,81
427,54	3525,33
427,66	3968,26
427,77	3672,22
427,89	4625,87
428,01	4781,80
428,12	4903,83
428,24	3231,55
428,36	3403,30
428,48	3195,40
428,59	3428,16
428,71	4338,87
428,83	3326,47
428,94	3889,16
429,06	3744,53
429,18	4946,76
429,30	4332,09
429,41	3857,53
429,53	5416,81
429,65	5100,43
429,76	4822,47
429,88	3758,09
430,00	4840,55
430,11	5805,50
430,23	3947,92
430,35	6497,00
430,47	3789,73
