x in Angstrom	y
5001,0000	-214,1681
5002,0000	-214,1681
5003,0000	-214,1681
5004,0000	-214,1681
5005,0000	-214,1681
5006,0000	-214,1681
5007,0000	-214,1681
5008,0000	-214,1681
5009,0000	-214,1681
5010,0000	-214,1681
5011,0000	-214,1681
5012,0000	-214,1681
5013,0000	-214,1681
5014,0000	-214,1681
5015,0000	-214,1681
5016,0000	-214,1681
5017,0000	-214,1681
5018,0000	-214,1681
5019,0000	-214,1681
5020,0000	-214,1681
5021,0000	-214,1681
5022,0000	-214,1681
5023,0000	-214,1681
5024,0000	-214,1681
5025,0000	-214,1681
5026,0000	-214,1681
5027,0000	-214,1681
5028,0000	-214,1681
5029,0000	-214,1681
5030,0000	-214,1681
5031,0000	-214,1681
5032,0000	-214,1681
5033,0000	-214,1681
5034,0000	-214,1681
5035,0000	-214,1681
5036,0000	-214,1681
5037,0000	-214,1681
5038,0000	-214,1681
5039,0000	-214,1681
5040,0000	-214,1681
5041,0000	-214,1681
5042,0000	-214,1681
5043,0000	-214,1681
5044,0000	-214,1681
5045,0000	-214,1681
5046,0000	-214,1681
5047,0000	-214,1681
5048,0000	-214,1681
5049,0000	-214,1681
5050,0000	-214,1681
5051,0000	-214,1681
5052,0000	-214,1681
5053,0000	-214,1681
5054,0000	-214,1681
5055,0000	-214,1681
5056,0000	-214,1681
5057,0000	-214,1681
5058,0000	-214,1681
5059,0000	-214,1681
5060,0000	-214,1681
5061,0000	-214,1681
5062,0000	-214,1681
5063,0000	-214,1681
5064,0000	-214,1681
5065,0000	-214,1681
5066,0000	-214,1681
5067,0000	-214,1681
5068,0000	-214,1681
5069,0000	-214,1681
5070,0000	-214,1681
5071,0000	-214,1681
5072,0000	-214,1681
5073,0000	-214,1681
5074,0000	-214,1681
5075,0000	-214,1681
5076,0000	-214,1681
5077,0000	-214,1681
5078,0000	-214,1681
5079,0000	-214,1681
5080,0000	-214,1681
5081,0000	-214,1681
5082,0000	-214,1681
5083,0000	-214,1681
5084,0000	-214,1681
5085,0000	-214,1681
5086,0000	-214,1681
5087,0000	-214,1681
5088,0000	-214,1681
5089,0000	-214,1681
5090,0000	-214,1681
5091,0000	-214,1681
5092,0000	-214,1681
5093,0000	-214,1681
5094,0000	-214,1681
5095,0000	-214,1681
5096,0000	-214,1681
5097,0000	-214,1681
5098,0000	-214,1681
5099,0000	-214,1681
5100,0000	-214,1681
5101,0000	-214,1681
5102,0000	-214,1681
5103,0000	-214,1681
5104,0000	-214,1681
5105,0000	-214,1681
5106,0000	-214,1681
5107,0000	-214,1681
5108,0000	-214,1681
5109,0000	-214,1681
5110,0000	-214,1681
5111,0000	-214,1681
5112,0000	-214,1681
5113,0000	-214,1681
5114,0000	-214,1681
5115,0000	-214,1681
5116,0000	-214,1681
5117,0000	-214,1681
5118,0000	-214,1681
5119,0000	-214,1681
5120,0000	-214,1681
5121,0000	-214,1681
5122,0000	-214,1681
5123,0000	-214,1681
5124,0000	-214,1681
5125,0000	-214,1681
5126,0000	-214,1681
5127,0000	-214,1681
5128,0000	-214,1681
