x in Angstrom	y
5491,0000	-214,1681
5492,0000	-214,1681
5493,0000	-214,1681
5494,0000	-214,1681
5495,0000	-214,1681
5496,0000	-214,1681
5497,0000	-214,1681
5498,0000	-214,1681
5499,0000	-214,1681
5500,0000	-214,1681
5501,0000	-214,1681
5502,0000	-214,1681
5503,0000	-214,1681
5504,0000	-214,1681
5505,0000	-214,1681
5506,0000	-214,1681
5507,0000	-214,1681
5508,0000	-214,1681
5509,0000	-214,1681
5510,0000	-214,1681
5511,0000	-214,1681
5512,0000	-214,1681
5513,0000	-214,1681
5514,0000	-214,1681
5515,0000	-214,1681
5516,0000	-214,1681
5517,0000	-214,1681
5518,0000	-214,1681
5519,0000	-214,1681
5520,0000	-214,1681
5521,0000	-214,1681
5522,0000	-214,1681
5523,0000	-214,1681
5524,0000	-214,1681
5525,0000	-214,1681
5526,0000	-214,1681
5527,0000	-214,1681
5528,0000	-214,1681
5529,0000	-214,1681
5530,0000	-214,1681
5531,0000	-214,1681
5532,0000	-214,1681
5533,0000	-214,1681
5534,0000	-214,1681
5535,0000	-214,1681
5536,0000	-214,1681
5537,0000	-214,1681
5538,0000	-214,1681
5539,0000	-214,1681
5540,0000	-214,1681
5541,0000	-214,1681
5542,0000	-214,1681
5543,0000	-214,1681
5544,0000	-214,1681
5545,0000	-214,1681
5546,0000	-214,1681
5547,0000	-214,1681
5548,0000	-214,1681
5549,0000	-214,1681
5550,0000	-214,1681
5551,0000	-214,1681
