Time in s	CH II in Volt	
1.009E-1	5.20E-03	
1.01E-1	5.20E-03	
1.011E-1	4.80E-03	
1.012E-1	5.20E-03	
1.013E-1	4.80E-03	
1.014E-1	4.40E-03	
1.015E-1	4.00E-03	
1.016E-1	3.60E-03	
1.017E-1	4.00E-03	
1.018E-1	3.60E-03	
1.019E-1	3.60E-03	
1.02E-1	3.20E-03	
1.021E-1	4.00E-03	
1.022E-1	4.00E-03	
1.023E-1	4.80E-03	
1.024E-1	4.40E-03	
1.025E-1	4.40E-03	
1.026E-1	4.80E-03	
1.027E-1	5.20E-03	
1.028E-1	5.20E-03	
1.029E-1	5.60E-03	
1.03E-1	6.00E-03	
1.031E-1	6.00E-03	
1.032E-1	6.40E-03	
1.033E-1	6.40E-03	
1.034E-1	6.80E-03	
1.035E-1	6.80E-03	
1.036E-1	7.20E-03	
1.037E-1	7.20E-03	
1.038E-1	6.80E-03	
1.039E-1	6.80E-03	
1.04E-1	6.80E-03	
1.041E-1	7.60E-03	
1.042E-1	7.60E-03	
1.043E-1	7.60E-03	
1.044E-1	7.20E-03	
1.045E-1	7.60E-03	
1.046E-1	7.60E-03	
1.047E-1	8.00E-03	
1.048E-1	8.00E-03	
1.049E-1	8.40E-03	
1.05E-1	7.60E-03	
1.051E-1	8.40E-03	
1.052E-1	8.00E-03	
1.053E-1	8.00E-03	
1.054E-1	7.60E-03	
1.055E-1	7.20E-03	
1.056E-1	6.80E-03	
1.057E-1	6.80E-03	
1.058E-1	6.80E-03	
1.059E-1	6.40E-03	
1.06E-1	6.40E-03	
1.061E-1	5.60E-03	
1.062E-1	5.20E-03	
1.063E-1	5.60E-03	
1.064E-1	5.60E-03	
1.065E-1	6.00E-03	
1.066E-1	6.00E-03	
1.067E-1	6.40E-03	
1.068E-1	6.40E-03	
1.069E-1	6.40E-03	
1.07E-1	6.00E-03	
1.071E-1	6.00E-03	
1.072E-1	5.60E-03	
1.073E-1	5.60E-03	
1.074E-1	6.00E-03	
1.075E-1	6.00E-03	
1.076E-1	6.40E-03	
1.077E-1	6.00E-03	
1.078E-1	5.60E-03	
1.079E-1	5.60E-03	
1.08E-1	6.00E-03	
1.081E-1	6.40E-03	
1.082E-1	6.00E-03	
1.083E-1	7.20E-03	
1.084E-1	6.80E-03	
1.085E-1	6.40E-03	
1.086E-1	7.20E-03	
1.087E-1	6.40E-03	
1.088E-1	6.80E-03	
1.089E-1	6.80E-03	
1.09E-1	6.00E-03	
1.091E-1	6.80E-03	
1.092E-1	5.60E-03	
1.093E-1	5.60E-03	
1.094E-1	4.80E-03	
1.095E-1	5.60E-03	
1.096E-1	6.40E-03	
1.097E-1	8.40E-03	
1.098E-1	9.20E-03	
1.099E-1	1.04E-02	
1.1E-1	1.08E-02	
1.101E-1	1.24E-02	
1.102E-1	1.24E-02	
1.103E-1	1.32E-02	
1.104E-1	1.32E-02	
1.105E-1	1.32E-02	
1.106E-1	1.28E-02	
1.107E-1	1.20E-02	
1.108E-1	1.16E-02	
1.109E-1	1.16E-02	
1.11E-1	1.12E-02	
1.111E-1	1.04E-02	
1.112E-1	9.20E-03	
1.113E-1	8.80E-03	
1.114E-1	9.20E-03	
1.115E-1	8.40E-03	
1.116E-1	8.40E-03	
1.117E-1	7.60E-03	
1.118E-1	7.20E-03	
1.119E-1	6.80E-03	
1.12E-1	5.20E-03	
1.121E-1	4.80E-03	
1.122E-1	4.00E-03	
1.123E-1	3.20E-03	
1.124E-1	2.80E-03	
1.125E-1	2.00E-03	
1.126E-1	1.60E-03	
1.127E-1	4.00E-04	
1.128E-1	-4.00E-04	
1.129E-1	-8.00E-04	
1.13E-1	-1.60E-03	
1.131E-1	-2.40E-03	
1.132E-1	-2.40E-03	
1.133E-1	-4.00E-03	
1.134E-1	-4.00E-03	
1.135E-1	-5.20E-03	
1.136E-1	-5.60E-03	
1.137E-1	-5.60E-03	
1.138E-1	-6.00E-03	
1.139E-1	-7.20E-03	
1.14E-1	-7.60E-03	
1.141E-1	-8.00E-03	
1.142E-1	-9.20E-03	
1.143E-1	-9.20E-03	
1.144E-1	-9.20E-03	
1.145E-1	-9.20E-03	
1.146E-1	-1.00E-02	
1.147E-1	-9.60E-03	
1.148E-1	-1.00E-02	
1.149E-1	-1.08E-02	
1.15E-1	-1.12E-02	
1.151E-1	-1.08E-02	
1.152E-1	-1.16E-02	
1.153E-1	-1.12E-02	
1.154E-1	-1.12E-02	
1.155E-1	-1.04E-02	
1.156E-1	-1.04E-02	
1.157E-1	-1.00E-02	
1.158E-1	-9.60E-03	
1.159E-1	-1.00E-02	
1.16E-1	-9.60E-03	
1.161E-1	-9.20E-03	
1.162E-1	-8.40E-03	
1.163E-1	-9.20E-03	
1.164E-1	-9.60E-03	
1.165E-1	-1.08E-02	
1.166E-1	-1.08E-02	
1.167E-1	-1.12E-02	
1.168E-1	-1.16E-02	
1.169E-1	-1.16E-02	
1.17E-1	-1.20E-02	
1.171E-1	-1.24E-02	
1.172E-1	-1.32E-02	
1.173E-1	-1.36E-02	
1.174E-1	-1.36E-02	
1.175E-1	-1.40E-02	
1.176E-1	-1.48E-02	
1.177E-1	-1.52E-02	
1.178E-1	-1.44E-02	
1.179E-1	-1.48E-02	
1.18E-1	-1.52E-02	
1.181E-1	-1.52E-02	
1.182E-1	-1.56E-02	
1.183E-1	-1.56E-02	
1.184E-1	-1.56E-02	
1.185E-1	-1.60E-02	
1.186E-1	-1.64E-02	
1.187E-1	-1.68E-02	
1.188E-1	-1.60E-02	
1.189E-1	-1.72E-02	
1.19E-1	-1.64E-02	
1.191E-1	-1.60E-02	
1.192E-1	-1.60E-02	
1.193E-1	-1.60E-02	
1.194E-1	-1.48E-02	
1.195E-1	-1.44E-02	
1.196E-1	-1.12E-02	
1.197E-1	-8.80E-03	
1.198E-1	-6.00E-03	
1.199E-1	-3.60E-03	
1.2E-1	-1.60E-03	
1.201E-1	4.00E-04	
1.202E-1	1.60E-03	
1.203E-1	3.60E-03	
1.204E-1	4.00E-03	
1.205E-1	6.00E-03	
1.206E-1	6.00E-03	
1.207E-1	5.60E-03	
1.208E-1	5.60E-03	
1.209E-1	6.00E-03	
1.21E-1	5.20E-03	
1.211E-1	6.40E-03	
1.212E-1	5.60E-03	
1.213E-1	6.40E-03	
1.214E-1	5.20E-03	
1.215E-1	5.60E-03	
1.216E-1	5.20E-03	
1.217E-1	5.60E-03	
1.218E-1	4.80E-03	
1.219E-1	5.20E-03	
1.22E-1	5.20E-03	
1.221E-1	4.80E-03	
1.222E-1	5.20E-03	
1.223E-1	5.60E-03	
1.224E-1	5.60E-03	
1.225E-1	6.00E-03	
1.226E-1	6.00E-03	
1.227E-1	6.00E-03	
1.228E-1	6.40E-03	
1.229E-1	6.80E-03	
1.23E-1	7.60E-03	
1.231E-1	7.20E-03	
1.232E-1	7.20E-03	
1.233E-1	7.60E-03	
1.234E-1	7.60E-03	
1.235E-1	7.60E-03	
1.236E-1	7.20E-03	
1.237E-1	7.60E-03	
1.238E-1	8.40E-03	
1.239E-1	7.60E-03	
1.24E-1	7.20E-03	
1.241E-1	6.80E-03	
1.242E-1	8.00E-03	
1.243E-1	7.20E-03	
1.244E-1	7.60E-03	
1.245E-1	8.00E-03	
1.246E-1	8.00E-03	
1.247E-1	8.00E-03	
1.248E-1	7.60E-03	
1.249E-1	7.60E-03	
1.25E-1	7.20E-03	
1.251E-1	7.60E-03	
1.252E-1	7.20E-03	
1.253E-1	6.80E-03	
1.254E-1	6.80E-03	
1.255E-1	6.80E-03	
1.256E-1	6.80E-03	
1.257E-1	6.00E-03	
1.258E-1	5.60E-03	
1.259E-1	5.60E-03	
1.26E-1	5.60E-03	
1.261E-1	4.80E-03	
1.262E-1	5.20E-03	
1.263E-1	4.80E-03	
1.264E-1	5.20E-03	
1.265E-1	5.60E-03	
1.266E-1	6.00E-03	
1.267E-1	6.40E-03	
1.268E-1	6.40E-03	
1.269E-1	7.20E-03	
1.27E-1	7.20E-03	
1.271E-1	6.40E-03	
1.272E-1	6.40E-03	
1.273E-1	6.80E-03	
1.274E-1	6.80E-03	
1.275E-1	6.80E-03	
1.276E-1	6.40E-03	
1.277E-1	6.00E-03	
1.278E-1	6.00E-03	
1.279E-1	6.00E-03	
1.28E-1	6.40E-03	
1.281E-1	6.40E-03	
1.282E-1	6.00E-03	
1.283E-1	6.00E-03	
1.284E-1	5.60E-03	
1.285E-1	6.00E-03	
1.286E-1	5.60E-03	
1.287E-1	5.60E-03	
1.288E-1	6.00E-03	
1.289E-1	6.00E-03	
1.29E-1	6.00E-03	
1.291E-1	6.00E-03	
1.292E-1	5.20E-03	
1.293E-1	5.20E-03	
1.294E-1	5.20E-03	
1.295E-1	5.20E-03	
1.296E-1	6.00E-03	
1.297E-1	8.40E-03	
1.298E-1	9.60E-03	
1.299E-1	1.08E-02	
1.3E-1	1.16E-02	
1.301E-1	1.28E-02	
1.302E-1	1.24E-02	
1.303E-1	1.36E-02	
1.304E-1	1.40E-02	
1.305E-1	1.20E-02	
1.306E-1	1.28E-02	
1.307E-1	1.24E-02	
1.308E-1	1.24E-02	
1.309E-1	1.16E-02	
1.31E-1	1.12E-02	
1.311E-1	1.08E-02	
1.312E-1	1.00E-02	
1.313E-1	9.20E-03	
1.314E-1	8.80E-03	
1.315E-1	8.00E-03	
1.316E-1	8.00E-03	
1.317E-1	7.60E-03	
1.318E-1	6.80E-03	
1.319E-1	6.40E-03	
1.32E-1	6.00E-03	
1.321E-1	4.80E-03	
1.322E-1	4.80E-03	
1.323E-1	3.60E-03	
1.324E-1	2.80E-03	
1.325E-1	2.00E-03	
1.326E-1	1.20E-03	
1.327E-1	4.00E-04	
1.328E-1	-4.00E-04	
1.329E-1	-8.00E-04	
1.33E-1	-1.20E-03	
1.331E-1	-2.80E-03	
1.332E-1	-2.80E-03	
1.333E-1	-3.60E-03	
1.334E-1	-4.00E-03	
1.335E-1	-4.80E-03	
1.336E-1	-4.80E-03	
1.337E-1	-6.00E-03	
1.338E-1	-6.40E-03	
1.339E-1	-6.80E-03	
1.34E-1	-7.20E-03	
1.341E-1	-8.00E-03	
1.342E-1	-8.80E-03	
1.343E-1	-8.80E-03	
1.344E-1	-1.00E-02	
1.345E-1	-9.60E-03	
1.346E-1	-1.00E-02	
1.347E-1	-1.00E-02	
1.348E-1	-1.12E-02	
1.349E-1	-1.12E-02	
1.35E-1	-1.16E-02	
1.351E-1	-1.20E-02	
1.352E-1	-1.24E-02	
1.353E-1	-1.20E-02	
1.354E-1	-1.16E-02	
1.355E-1	-1.12E-02	
1.356E-1	-1.12E-02	
1.357E-1	-1.08E-02	
1.358E-1	-1.04E-02	
1.359E-1	-1.04E-02	
1.36E-1	-1.00E-02	
1.361E-1	-1.00E-02	
1.362E-1	-1.04E-02	
1.363E-1	-1.00E-02	
1.364E-1	-1.04E-02	
1.365E-1	-1.12E-02	
1.366E-1	-1.16E-02	
1.367E-1	-1.20E-02	
1.368E-1	-1.28E-02	
1.369E-1	-1.20E-02	
1.37E-1	-1.28E-02	
1.371E-1	-1.36E-02	
1.372E-1	-1.40E-02	
1.373E-1	-1.40E-02	
1.374E-1	-1.40E-02	
1.375E-1	-1.48E-02	
1.376E-1	-1.48E-02	
1.377E-1	-1.52E-02	
1.378E-1	-1.44E-02	
1.379E-1	-1.48E-02	
1.38E-1	-1.60E-02	
1.381E-1	-1.48E-02	
1.382E-1	-1.64E-02	
1.383E-1	-1.56E-02	
1.384E-1	-1.64E-02	
1.385E-1	-1.60E-02	
1.386E-1	-1.64E-02	
1.387E-1	-1.64E-02	
1.388E-1	-1.68E-02	
1.389E-1	-1.64E-02	
1.39E-1	-1.68E-02	
1.391E-1	-1.64E-02	
1.392E-1	-1.60E-02	
1.393E-1	-1.52E-02	
1.394E-1	-1.48E-02	
1.395E-1	-1.40E-02	
1.396E-1	-1.16E-02	
1.397E-1	-9.20E-03	
1.398E-1	-6.40E-03	
1.399E-1	-4.40E-03	
1.4E-1	-8.00E-04	
1.401E-1	8.00E-04	
1.402E-1	2.80E-03	
1.403E-1	4.00E-03	
1.404E-1	4.80E-03	
1.405E-1	6.00E-03	
1.406E-1	6.40E-03	
1.407E-1	6.40E-03	
1.408E-1	6.80E-03	
1.409E-1	6.40E-03	
1.41E-1	6.40E-03	
1.411E-1	6.80E-03	
1.412E-1	6.00E-03	
1.413E-1	5.60E-03	
1.414E-1	6.00E-03	
1.415E-1	6.00E-03	
1.416E-1	5.20E-03	
1.417E-1	5.20E-03	
1.418E-1	5.20E-03	
1.419E-1	4.80E-03	
1.42E-1	4.80E-03	
1.421E-1	5.20E-03	
1.422E-1	5.20E-03	
1.423E-1	5.60E-03	
1.424E-1	6.00E-03	
1.425E-1	5.20E-03	
1.426E-1	6.00E-03	
1.427E-1	6.80E-03	
1.428E-1	6.40E-03	
1.429E-1	6.40E-03	
1.43E-1	6.80E-03	
1.431E-1	7.60E-03	
1.432E-1	7.20E-03	
1.433E-1	8.00E-03	
1.434E-1	7.20E-03	
1.435E-1	8.00E-03	
1.436E-1	7.60E-03	
1.437E-1	8.40E-03	
1.438E-1	7.60E-03	
1.439E-1	8.00E-03	
1.44E-1	8.40E-03	
1.441E-1	8.80E-03	
1.442E-1	8.40E-03	
1.443E-1	8.80E-03	
1.444E-1	8.80E-03	
1.445E-1	8.80E-03	
1.446E-1	8.80E-03	
1.447E-1	7.60E-03	
1.448E-1	9.20E-03	
1.449E-1	9.20E-03	
1.45E-1	8.40E-03	
1.451E-1	7.60E-03	
1.452E-1	7.60E-03	
1.453E-1	7.60E-03	
1.454E-1	6.80E-03	
1.455E-1	7.20E-03	
1.456E-1	6.80E-03	
1.457E-1	6.00E-03	
1.458E-1	6.00E-03	
1.459E-1	5.60E-03	
1.46E-1	5.60E-03	
1.461E-1	4.80E-03	
1.462E-1	4.80E-03	
1.463E-1	4.40E-03	
1.464E-1	4.40E-03	
1.465E-1	5.20E-03	
1.466E-1	5.20E-03	
1.467E-1	5.20E-03	
1.468E-1	5.60E-03	
1.469E-1	6.00E-03	
1.47E-1	6.00E-03	
1.471E-1	6.80E-03	
1.472E-1	6.80E-03	
1.473E-1	6.80E-03	
1.474E-1	7.60E-03	
1.475E-1	7.20E-03	
1.476E-1	7.60E-03	
1.477E-1	6.40E-03	
1.478E-1	6.80E-03	
1.479E-1	7.20E-03	
1.48E-1	6.80E-03	
1.481E-1	6.40E-03	
1.482E-1	5.20E-03	
1.483E-1	5.60E-03	
1.484E-1	6.00E-03	
1.485E-1	5.60E-03	
1.486E-1	5.60E-03	
1.487E-1	5.20E-03	
1.488E-1	4.80E-03	
1.489E-1	5.60E-03	
1.49E-1	5.20E-03	
1.491E-1	5.60E-03	
1.492E-1	5.20E-03	
1.493E-1	4.80E-03	
1.494E-1	4.40E-03	
1.495E-1	5.60E-03	
1.496E-1	6.80E-03	
1.497E-1	8.00E-03	
1.498E-1	9.20E-03	
1.499E-1	1.04E-02	
1.5E-1	1.20E-02	
1.501E-1	1.28E-02	
1.502E-1	1.36E-02	
1.503E-1	1.32E-02	
1.504E-1	1.40E-02	
1.505E-1	1.40E-02	
1.506E-1	1.40E-02	
1.507E-1	1.44E-02	
1.508E-1	1.36E-02	
1.509E-1	1.32E-02	
1.51E-1	1.28E-02	
1.511E-1	1.16E-02	
1.512E-1	1.16E-02	
1.513E-1	1.08E-02	
1.514E-1	1.04E-02	
1.515E-1	9.60E-03	
1.516E-1	8.80E-03	
1.517E-1	8.40E-03	
1.518E-1	7.20E-03	
1.519E-1	7.20E-03	
1.52E-1	6.00E-03	
1.521E-1	6.40E-03	
1.522E-1	5.20E-03	
1.523E-1	4.00E-03	
1.524E-1	4.00E-03	
1.525E-1	2.40E-03	
1.526E-1	1.60E-03	
1.527E-1	1.60E-03	
1.528E-1	-4.00E-04	
1.529E-1	0.00E+00	
1.53E-1	-1.20E-03	
1.531E-1	-1.60E-03	
1.532E-1	-2.80E-03	
1.533E-1	-3.20E-03	
1.534E-1	-4.00E-03	
1.535E-1	-4.40E-03	
1.536E-1	-5.20E-03	
1.537E-1	-5.60E-03	
1.538E-1	-6.40E-03	
1.539E-1	-6.80E-03	
1.54E-1	-7.20E-03	
1.541E-1	-8.00E-03	
1.542E-1	-8.00E-03	
1.543E-1	-8.80E-03	
1.544E-1	-9.20E-03	
1.545E-1	-1.00E-02	
1.546E-1	-9.60E-03	
1.547E-1	-1.08E-02	
1.548E-1	-1.08E-02	
1.549E-1	-1.16E-02	
1.55E-1	-1.16E-02	
1.551E-1	-1.16E-02	
1.552E-1	-1.16E-02	
1.553E-1	-1.16E-02	
1.554E-1	-1.12E-02	
1.555E-1	-1.16E-02	
1.556E-1	-1.08E-02	
1.557E-1	-1.12E-02	
1.558E-1	-1.04E-02	
1.559E-1	-1.04E-02	
1.56E-1	-1.04E-02	
1.561E-1	-1.00E-02	
1.562E-1	-1.04E-02	
1.563E-1	-1.04E-02	
1.564E-1	-1.04E-02	
1.565E-1	-1.08E-02	
1.566E-1	-1.12E-02	
1.567E-1	-1.16E-02	
1.568E-1	-1.24E-02	
1.569E-1	-1.20E-02	
1.57E-1	-1.36E-02	
1.571E-1	-1.36E-02	
1.572E-1	-1.36E-02	
1.573E-1	-1.40E-02	
1.574E-1	-1.40E-02	
1.575E-1	-1.48E-02	
1.576E-1	-1.48E-02	
1.577E-1	-1.52E-02	
1.578E-1	-1.56E-02	
1.579E-1	-1.60E-02	
1.58E-1	-1.56E-02	
1.581E-1	-1.64E-02	
1.582E-1	-1.68E-02	
1.583E-1	-1.64E-02	
1.584E-1	-1.64E-02	
1.585E-1	-1.68E-02	
1.586E-1	-1.68E-02	
1.587E-1	-1.68E-02	
1.588E-1	-1.68E-02	
1.589E-1	-1.68E-02	
1.59E-1	-1.72E-02	
1.591E-1	-1.64E-02	
1.592E-1	-1.60E-02	
1.593E-1	-1.52E-02	
1.594E-1	-1.48E-02	
1.595E-1	-1.36E-02	
1.596E-1	-1.20E-02	
1.597E-1	-1.00E-02	
1.598E-1	-6.80E-03	
1.599E-1	-4.40E-03	
1.6E-1	-2.00E-03	
1.601E-1	4.00E-04	
1.602E-1	2.00E-03	
1.603E-1	3.60E-03	
1.604E-1	5.20E-03	
1.605E-1	5.60E-03	
1.606E-1	6.40E-03	
1.607E-1	6.40E-03	
1.608E-1	7.20E-03	
1.609E-1	6.80E-03	
1.61E-1	6.40E-03	
1.611E-1	6.40E-03	
1.612E-1	5.60E-03	
1.613E-1	6.00E-03	
1.614E-1	5.60E-03	
1.615E-1	5.60E-03	
1.616E-1	5.20E-03	
1.617E-1	4.80E-03	
1.618E-1	4.40E-03	
1.619E-1	4.80E-03	
1.62E-1	4.40E-03	
1.621E-1	4.40E-03	
1.622E-1	4.40E-03	
1.623E-1	4.80E-03	
1.624E-1	5.20E-03	
1.625E-1	5.20E-03	
1.626E-1	5.60E-03	
1.627E-1	6.00E-03	
1.628E-1	6.00E-03	
1.629E-1	6.00E-03	
1.63E-1	6.40E-03	
1.631E-1	6.80E-03	
1.632E-1	6.80E-03	
1.633E-1	7.20E-03	
1.634E-1	7.60E-03	
1.635E-1	7.20E-03	
1.636E-1	8.00E-03	
1.637E-1	8.40E-03	
1.638E-1	8.00E-03	
1.639E-1	8.80E-03	
1.64E-1	8.80E-03	
1.641E-1	9.20E-03	
1.642E-1	8.80E-03	
1.643E-1	9.20E-03	
1.644E-1	9.20E-03	
1.645E-1	9.20E-03	
1.646E-1	8.80E-03	
1.647E-1	9.20E-03	
1.648E-1	9.20E-03	
1.649E-1	9.20E-03	
1.65E-1	9.20E-03	
1.651E-1	9.20E-03	
1.652E-1	8.80E-03	
1.653E-1	9.20E-03	
1.654E-1	8.40E-03	
1.655E-1	8.40E-03	
1.656E-1	8.00E-03	
1.657E-1	8.00E-03	
1.658E-1	6.80E-03	
1.659E-1	8.00E-03	
1.66E-1	5.60E-03	
1.661E-1	5.20E-03	
1.662E-1	5.20E-03	
1.663E-1	4.80E-03	
1.664E-1	4.40E-03	
1.665E-1	4.80E-03	
1.666E-1	5.20E-03	
1.667E-1	5.20E-03	
1.668E-1	5.60E-03	
1.669E-1	4.80E-03	
1.67E-1	5.60E-03	
1.671E-1	5.60E-03	
1.672E-1	6.00E-03	
1.673E-1	5.60E-03	
1.674E-1	6.40E-03	
1.675E-1	6.80E-03	
1.676E-1	6.40E-03	
1.677E-1	7.60E-03	
1.678E-1	7.60E-03	
1.679E-1	7.20E-03	
1.68E-1	7.20E-03	
1.681E-1	6.80E-03	
1.682E-1	7.20E-03	
1.683E-1	7.20E-03	
1.684E-1	7.60E-03	
1.685E-1	7.20E-03	
1.686E-1	6.40E-03	
1.687E-1	6.00E-03	
1.688E-1	5.60E-03	
1.689E-1	5.60E-03	
1.69E-1	5.20E-03	
1.691E-1	5.60E-03	
1.692E-1	4.40E-03	
1.693E-1	4.00E-03	
1.694E-1	4.40E-03	
1.695E-1	4.40E-03	
1.696E-1	4.40E-03	
1.697E-1	6.00E-03	
1.698E-1	8.40E-03	
1.699E-1	9.60E-03	
1.7E-1	1.12E-02	
1.701E-1	1.24E-02	
1.702E-1	1.32E-02	
1.703E-1	1.40E-02	
1.704E-1	1.40E-02	
1.705E-1	1.48E-02	
1.706E-1	1.44E-02	
1.707E-1	1.44E-02	
1.708E-1	1.36E-02	
1.709E-1	1.36E-02	
1.71E-1	1.24E-02	
1.711E-1	1.24E-02	
1.712E-1	1.16E-02	
1.713E-1	1.12E-02	
1.714E-1	1.08E-02	
1.715E-1	1.04E-02	
1.716E-1	9.20E-03	
1.717E-1	8.40E-03	
1.718E-1	9.20E-03	
1.719E-1	7.60E-03	
1.72E-1	7.60E-03	
1.721E-1	6.00E-03	
1.722E-1	6.00E-03	
1.723E-1	4.40E-03	
1.724E-1	4.00E-03	
1.725E-1	3.60E-03	
1.726E-1	3.20E-03	
1.727E-1	2.40E-03	
1.728E-1	2.00E-03	
1.729E-1	1.20E-03	
1.73E-1	-4.00E-04	
1.731E-1	-8.00E-04	
1.732E-1	-1.20E-03	
1.733E-1	-2.00E-03	
1.734E-1	-2.80E-03	
1.735E-1	-3.20E-03	
1.736E-1	-4.40E-03	
1.737E-1	-4.40E-03	
1.738E-1	-4.80E-03	
1.739E-1	-5.20E-03	
1.74E-1	-5.20E-03	
1.741E-1	-6.40E-03	
1.742E-1	-6.40E-03	
1.743E-1	-7.20E-03	
1.744E-1	-7.60E-03	
1.745E-1	-8.00E-03	
1.746E-1	-8.40E-03	
1.747E-1	-8.40E-03	
1.748E-1	-9.20E-03	
1.749E-1	-9.60E-03	
1.75E-1	-1.04E-02	
1.751E-1	-1.00E-02	
1.752E-1	-1.00E-02	
1.753E-1	-1.04E-02	
1.754E-1	-1.00E-02	
1.755E-1	-1.00E-02	
1.756E-1	-9.20E-03	
1.757E-1	-1.00E-02	
1.758E-1	-9.60E-03	
1.759E-1	-1.00E-02	
1.76E-1	-9.20E-03	
1.761E-1	-9.60E-03	
1.762E-1	-9.20E-03	
1.763E-1	-9.20E-03	
1.764E-1	-8.80E-03	
1.765E-1	-9.60E-03	
1.766E-1	-1.12E-02	
1.767E-1	-1.08E-02	
1.768E-1	-1.12E-02	
1.769E-1	-1.20E-02	
1.77E-1	-1.24E-02	
1.771E-1	-1.28E-02	
1.772E-1	-1.36E-02	
1.773E-1	-1.36E-02	
1.774E-1	-1.44E-02	
1.775E-1	-1.44E-02	
1.776E-1	-1.52E-02	
1.777E-1	-1.52E-02	
1.778E-1	-1.52E-02	
1.779E-1	-1.56E-02	
1.78E-1	-1.56E-02	
1.781E-1	-1.60E-02	
1.782E-1	-1.64E-02	
1.783E-1	-1.64E-02	
1.784E-1	-1.68E-02	
1.785E-1	-1.64E-02	
1.786E-1	-1.76E-02	
1.787E-1	-1.72E-02	
1.788E-1	-1.72E-02	
1.789E-1	-1.76E-02	
1.79E-1	-1.76E-02	
1.791E-1	-1.72E-02	
1.792E-1	-1.68E-02	
1.793E-1	-1.72E-02	
1.794E-1	-1.64E-02	
1.795E-1	-1.60E-02	
1.796E-1	-1.48E-02	
1.797E-1	-1.24E-02	
1.798E-1	-9.60E-03	
1.799E-1	-6.80E-03	
1.8E-1	-4.00E-03	
1.801E-1	-1.20E-03	
1.802E-1	0.00E+00	
1.803E-1	2.40E-03	
1.804E-1	3.20E-03	
1.805E-1	4.00E-03	
1.806E-1	4.80E-03	
1.807E-1	4.40E-03	
1.808E-1	6.00E-03	
1.809E-1	5.20E-03	
1.81E-1	5.20E-03	
1.811E-1	5.20E-03	
1.812E-1	5.20E-03	
1.813E-1	4.80E-03	
1.814E-1	4.40E-03	
1.815E-1	5.20E-03	
1.816E-1	4.00E-03	
1.817E-1	4.00E-03	
1.818E-1	3.60E-03	
1.819E-1	4.00E-03	
1.82E-1	4.00E-03	
1.821E-1	3.60E-03	
1.822E-1	4.00E-03	
1.823E-1	4.00E-03	
1.824E-1	3.60E-03	
1.825E-1	4.00E-03	
1.826E-1	4.40E-03	
1.827E-1	4.80E-03	
1.828E-1	5.20E-03	
1.829E-1	5.60E-03	
1.83E-1	6.00E-03	
1.831E-1	6.00E-03	
1.832E-1	6.00E-03	
1.833E-1	6.40E-03	
1.834E-1	6.80E-03	
1.835E-1	6.80E-03	
1.836E-1	6.80E-03	
1.837E-1	6.80E-03	
1.838E-1	6.80E-03	
1.839E-1	6.80E-03	
1.84E-1	6.80E-03	
1.841E-1	7.60E-03	
1.842E-1	7.60E-03	
1.843E-1	8.00E-03	
1.844E-1	8.40E-03	
1.845E-1	8.40E-03	
1.846E-1	8.00E-03	
1.847E-1	8.80E-03	
1.848E-1	8.40E-03	
1.849E-1	8.80E-03	
1.85E-1	9.20E-03	
1.851E-1	8.40E-03	
1.852E-1	8.80E-03	
1.853E-1	8.00E-03	
1.854E-1	8.00E-03	
1.855E-1	7.60E-03	
1.856E-1	7.60E-03	
1.857E-1	6.80E-03	
1.858E-1	6.80E-03	
1.859E-1	6.80E-03	
1.86E-1	6.40E-03	
1.861E-1	5.60E-03	
1.862E-1	6.00E-03	
1.863E-1	5.60E-03	
1.864E-1	5.20E-03	
1.865E-1	5.20E-03	
1.866E-1	4.80E-03	
1.867E-1	5.20E-03	
1.868E-1	4.80E-03	
1.869E-1	5.60E-03	
1.87E-1	5.60E-03	
1.871E-1	5.20E-03	
1.872E-1	6.00E-03	
1.873E-1	5.60E-03	
1.874E-1	6.00E-03	
1.875E-1	6.00E-03	
1.876E-1	6.00E-03	
1.877E-1	6.00E-03	
1.878E-1	6.40E-03	
1.879E-1	6.00E-03	
1.88E-1	6.40E-03	
1.881E-1	6.40E-03	
1.882E-1	6.80E-03	
1.883E-1	6.00E-03	
1.884E-1	6.80E-03	
1.885E-1	6.00E-03	
1.886E-1	6.00E-03	
1.887E-1	6.00E-03	
1.888E-1	6.40E-03	
1.889E-1	6.40E-03	
1.89E-1	5.60E-03	
1.891E-1	4.80E-03	
1.892E-1	4.80E-03	
1.893E-1	4.00E-03	
1.894E-1	4.40E-03	
1.895E-1	4.00E-03	
1.896E-1	4.00E-03	
1.897E-1	4.80E-03	
1.898E-1	6.80E-03	
1.899E-1	8.00E-03	
1.9E-1	9.60E-03	
1.901E-1	1.00E-02	
1.902E-1	1.16E-02	
1.903E-1	1.24E-02	
1.904E-1	1.36E-02	
1.905E-1	1.32E-02	
1.906E-1	1.32E-02	
1.907E-1	1.32E-02	
1.908E-1	1.28E-02	
1.909E-1	1.20E-02	
1.91E-1	1.24E-02	
1.911E-1	1.20E-02	
1.912E-1	1.16E-02	
1.913E-1	1.12E-02	
1.914E-1	1.04E-02	
1.915E-1	1.00E-02	
1.916E-1	9.60E-03	
1.917E-1	8.80E-03	
1.918E-1	8.40E-03	
1.919E-1	7.60E-03	
1.92E-1	7.20E-03	
1.921E-1	6.80E-03	
