Time in s	CH II in Volt	
1.843E-1	-1.20E-03	
1.844E-1	-8.00E-04	
1.845E-1	-4.00E-04	
1.846E-1	-8.00E-04	
1.847E-1	-4.00E-04	
1.848E-1	-4.00E-04	
1.849E-1	-8.00E-04	
1.85E-1	0.00E+00	
1.851E-1	0.00E+00	
1.852E-1	0.00E+00	
1.853E-1	8.00E-04	
1.854E-1	4.00E-04	
1.855E-1	0.00E+00	
1.856E-1	8.00E-04	
1.857E-1	1.20E-03	
1.858E-1	4.00E-04	
1.859E-1	-4.00E-04	
1.86E-1	-4.00E-04	
1.861E-1	4.00E-04	
1.862E-1	-4.00E-04	
1.863E-1	-4.00E-04	
1.864E-1	0.00E+00	
1.865E-1	0.00E+00	
1.866E-1	0.00E+00	
1.867E-1	0.00E+00	
1.868E-1	-4.00E-04	
1.869E-1	0.00E+00	
1.87E-1	4.00E-04	
1.871E-1	-8.00E-04	
1.872E-1	0.00E+00	
1.873E-1	0.00E+00	
1.874E-1	0.00E+00	
1.875E-1	0.00E+00	
1.876E-1	0.00E+00	
1.877E-1	0.00E+00	
1.878E-1	8.00E-04	
1.879E-1	-4.00E-04	
1.88E-1	8.00E-04	
1.881E-1	4.00E-04	
1.882E-1	4.00E-04	
1.883E-1	0.00E+00	
1.884E-1	4.00E-04	
1.885E-1	4.00E-04	
1.886E-1	1.20E-03	
1.887E-1	1.20E-03	
1.888E-1	8.00E-04	
1.889E-1	8.00E-04	
1.89E-1	8.00E-04	
1.891E-1	8.00E-04	
1.892E-1	1.60E-03	
1.893E-1	1.20E-03	
1.894E-1	1.60E-03	
1.895E-1	1.20E-03	
1.896E-1	8.00E-04	
1.897E-1	8.00E-04	
1.898E-1	8.00E-04	
1.899E-1	4.00E-04	
1.9E-1	8.00E-04	
1.901E-1	8.00E-04	
1.902E-1	1.60E-03	
1.903E-1	1.20E-03	
1.904E-1	8.00E-04	
1.905E-1	0.00E+00	
1.906E-1	8.00E-04	
1.907E-1	-4.00E-04	
1.908E-1	0.00E+00	
1.909E-1	-4.00E-04	
1.91E-1	4.00E-04	
1.911E-1	4.00E-04	
1.912E-1	4.00E-04	
1.913E-1	4.00E-04	
1.914E-1	8.00E-04	
1.915E-1	1.60E-03	
1.916E-1	1.60E-03	
1.917E-1	8.00E-04	
1.918E-1	2.00E-03	
1.919E-1	2.00E-03	
1.92E-1	2.00E-03	
1.921E-1	8.00E-04	
1.922E-1	2.00E-03	
1.923E-1	4.00E-04	
1.924E-1	8.00E-04	
1.925E-1	8.00E-04	
1.926E-1	8.00E-04	
1.927E-1	0.00E+00	
1.928E-1	4.00E-04	
1.929E-1	0.00E+00	
1.93E-1	8.00E-04	
1.931E-1	4.00E-04	
1.932E-1	8.00E-04	
1.933E-1	8.00E-04	
1.934E-1	8.00E-04	
1.935E-1	1.20E-03	
1.936E-1	1.60E-03	
1.937E-1	2.00E-03	
1.938E-1	1.60E-03	
1.939E-1	1.20E-03	
1.94E-1	1.20E-03	
1.941E-1	0.00E+00	
1.942E-1	4.00E-04	
1.943E-1	-4.00E-04	
1.944E-1	-8.00E-04	
1.945E-1	-4.00E-04	
1.946E-1	-4.00E-04	
1.947E-1	-4.00E-04	
1.948E-1	-8.00E-04	
1.949E-1	4.00E-04	
1.95E-1	-4.00E-04	
1.951E-1	4.00E-04	
1.952E-1	8.00E-04	
1.953E-1	1.20E-03	
1.954E-1	4.00E-04	
1.955E-1	4.00E-04	
1.956E-1	4.00E-04	
1.957E-1	4.00E-04	
1.958E-1	4.00E-04	
1.959E-1	1.20E-03	
1.96E-1	8.00E-04	
1.961E-1	8.00E-04	
1.962E-1	8.00E-04	
1.963E-1	0.00E+00	
1.964E-1	8.00E-04	
1.965E-1	0.00E+00	
1.966E-1	4.00E-04	
1.967E-1	1.20E-03	
1.968E-1	0.00E+00	
1.969E-1	0.00E+00	
1.97E-1	0.00E+00	
1.971E-1	4.00E-04	
1.972E-1	-4.00E-04	
1.973E-1	-4.00E-04	
1.974E-1	0.00E+00	
1.975E-1	-4.00E-04	
1.976E-1	4.00E-04	
1.977E-1	-8.00E-04	
1.978E-1	-1.20E-03	
1.979E-1	-4.00E-04	
1.98E-1	-4.00E-04	
1.981E-1	-8.00E-04	
1.982E-1	-8.00E-04	
1.983E-1	-4.00E-04	
1.984E-1	-8.00E-04	
1.985E-1	0.00E+00	
1.986E-1	-4.00E-04	
1.987E-1	-8.00E-04	
1.988E-1	-4.00E-04	
1.989E-1	-1.20E-03	
1.99E-1	-8.00E-04	
1.991E-1	-1.20E-03	
1.992E-1	-1.20E-03	
1.993E-1	-1.60E-03	
1.994E-1	-4.00E-04	
1.995E-1	-1.20E-03	
1.996E-1	-8.00E-04	
1.997E-1	-1.20E-03	
1.998E-1	-8.00E-04	
1.999E-1	-1.20E-03	
2.E-1	-8.00E-04	
2.001E-1	-1.60E-03	
2.002E-1	0.00E+00	
2.003E-1	-4.00E-04	
2.004E-1	-4.00E-04	
2.005E-1	0.00E+00	
2.006E-1	0.00E+00	
2.007E-1	4.00E-04	
2.008E-1	0.00E+00	
2.009E-1	0.00E+00	
2.01E-1	8.00E-04	
2.011E-1	8.00E-04	
2.012E-1	8.00E-04	
2.013E-1	8.00E-04	
2.014E-1	1.20E-03	
2.015E-1	4.00E-04	
2.016E-1	0.00E+00	
2.017E-1	4.00E-04	
2.018E-1	0.00E+00	
2.019E-1	0.00E+00	
2.02E-1	0.00E+00	
2.021E-1	8.00E-04	
2.022E-1	-4.00E-04	
2.023E-1	-4.00E-04	
2.024E-1	4.00E-04	
2.025E-1	-4.00E-04	
2.026E-1	8.00E-04	
2.027E-1	-4.00E-04	
2.028E-1	0.00E+00	
2.029E-1	0.00E+00	
2.03E-1	0.00E+00	
2.031E-1	-4.00E-04	
2.032E-1	-4.00E-04	
2.033E-1	0.00E+00	
2.034E-1	0.00E+00	
2.035E-1	4.00E-04	
2.036E-1	4.00E-04	
2.037E-1	-4.00E-04	
2.038E-1	-4.00E-04	
2.039E-1	0.00E+00	
2.04E-1	8.00E-04	
2.041E-1	4.00E-04	
2.042E-1	4.00E-04	
2.043E-1	0.00E+00	
2.044E-1	1.20E-03	
2.045E-1	8.00E-04	
