0	0
1	0
2	0
3	21
4	428
5	615
6	747
7	980
8	1701
9	13876
10	93087
11	98320
12	93422
13	86534
14	79936
15	74108
16	68546
17	62773
18	57994
19	54172
20	50352
21	47138
22	44202
23	41593
24	39819
25	38114
26	35959
27	34681
28	33452
29	32949
30	32056
31	31018
32	30100
33	29904
34	29433
35	29259
36	28385
37	28266
38	27811
39	27798
40	27236
41	26792
42	26654
43	26162
44	26403
45	26135
46	25853
47	25565
48	25157
49	24950
50	25026
51	24656
52	24480
53	24343
54	24132
55	24333
56	23947
57	23784
58	23815
59	23432
60	23317
61	22964
62	23083
63	22891
64	22602
65	22889
66	22660
67	22573
68	22407
69	22290
70	22421
71	22366
72	21747
73	21940
74	21597
75	21709
76	21758
77	21391
78	21567
79	21804
80	21444
81	21218
82	21266
83	21011
84	21164
85	21086
86	20877
87	20768
88	21029
89	20788
90	20768
91	20456
92	20821
93	20762
94	20461
95	20658
96	20240
97	20290
98	20427
99	20109
100	20099
101	19929
102	20297
103	19838
104	19843
105	19736
106	19820
107	19743
108	19784
109	19772
110	19547
111	19474
112	19472
113	19399
114	19297
115	19140
116	19079
117	19393
118	19009
119	18833
120	19026
121	18827
122	18759
123	18626
124	18497
125	18407
126	18587
127	18484
128	18440
129	18391
130	18109
131	18238
132	18238
133	17727
134	17965
135	17620
136	17669
137	17574
138	17113
139	17398
140	17169
141	17087
142	16948
143	16956
144	16656
145	16732
146	16549
147	16336
148	16173
149	16107
150	15901
151	16134
152	15886
153	15362
154	15483
155	15429
156	15214
157	15112
158	14802
159	14725
160	14683
161	14576
162	14484
163	14474
164	14060
165	13867
166	13778
167	13887
168	13583
169	13230
170	13177
171	13042
172	12826
173	12655
174	12668
175	12089
176	12278
177	12065
178	11887
179	11766
180	11605
181	11385
182	11237
183	11209
184	10975
185	10754
186	10679
187	10491
188	10229
189	10113
190	9921
191	9966
192	9775
193	9491
194	9341
195	9397
196	8975
197	9126
198	8963
199	8679
200	8562
201	8405
202	8220
203	7954
204	8064
205	7708
206	7538
207	7275
208	7457
209	7236
210	7023
211	6994
212	6945
213	6785
214	6606
215	6322
216	6295
217	6094
218	6083
219	5931
220	5778
221	5697
222	5662
223	5437
224	5289
225	5315
226	5071
227	4875
228	4841
229	4801
230	4661
231	4557
232	4431
233	4336
234	4194
235	4067
236	4003
237	4031
238	3784
239	3825
240	3695
241	3527
242	3516
243	3269
244	3328
245	3202
246	3178
247	3072
248	3013
249	2972
250	2965
251	2773
252	2607
253	2557
254	2516
255	2516
256	2385
257	2305
258	2288
259	2249
260	2037
261	2060
262	2089
263	2019
264	1913
265	1784
266	1819
267	1793
268	1675
269	1735
270	1539
271	1568
272	1481
273	1566
274	1396
275	1395
276	1351
277	1375
278	1267
279	1218
280	1131
281	1143
282	1137
283	1059
284	1073
285	1073
286	1018
287	979
288	897
289	857
290	868
291	841
292	819
293	800
294	760
295	792
296	682
297	643
298	687
299	647
300	621
301	613
302	593
303	582
304	531
305	522
306	528
307	494
308	442
309	460
310	451
311	470
312	418
313	399
314	404
315	389
316	350
317	393
318	343
319	309
320	323
321	311
322	325
323	291
324	291
325	242
326	303
327	279
328	221
329	273
330	241
331	217
332	239
333	200
334	198
335	199
336	198
337	212
338	206
339	161
340	188
341	180
342	196
343	176
344	161
345	145
346	149
347	144
348	139
349	141
350	134
351	132
352	121
353	117
354	112
355	132
356	111
357	96
358	117
359	118
360	99
361	90
362	103
363	86
364	113
365	90
366	77
367	93
368	83
369	78
370	70
371	87
372	68
373	79
374	71
375	78
376	70
377	64
378	55
379	75
380	57
381	50
382	54
383	53
384	59
385	41
386	55
387	49
388	49
389	50
390	49
391	67
392	51
393	64
394	54
395	45
396	44
397	44
398	50
399	47
400	57
401	44
402	55
403	34
404	51
405	54
406	35
407	36
408	34
409	56
410	50
411	44
412	56
413	38
414	35
415	39
416	42
417	33
418	36
419	42
420	44
421	43
422	46
423	34
424	33
425	33
426	33
427	46
428	42
429	27
430	40
431	35
432	41
433	29
434	37
435	40
436	38
437	39
438	34
439	35
440	47
441	34
442	27
443	31
444	40
445	37
446	30
447	41
448	19
449	49
450	36
451	29
452	50
453	34
454	38
455	31
456	37
457	39
458	22
459	29
460	39
461	32
462	24
463	30
