Time,CH A,
2.10855E-5,9.2788E-1,
2.11106E-5,8.8788E-1,
2.11356E-5,9.4788E-1,
2.11606E-5,8.8788E-1,
2.11856E-5,9.4788E-1,
2.12106E-5,9.0788E-1,
2.12356E-5,9.6788E-1,
2.12606E-5,9.0788E-1,
2.12856E-5,9.6788E-1,
2.13107E-5,9.4788E-1,
2.13357E-5,9.8788E-1,
2.13607E-5,9.4788E-1,
2.13857E-5,1.00788E+0,
2.14107E-5,9.6788E-1,
2.14357E-5,1.00788E+0,
2.14607E-5,9.8788E-1,
2.14857E-5,1.02788E+0,
2.15108E-5,9.6788E-1,
2.15358E-5,1.04788E+0,
2.15608E-5,1.00788E+0,
2.15858E-5,1.04788E+0,
2.16108E-5,1.00788E+0,
2.16358E-5,1.06788E+0,
2.16608E-5,1.02788E+0,
2.16858E-5,1.08788E+0,
2.17109E-5,1.02788E+0,
2.17359E-5,1.08788E+0,
2.17609E-5,1.04788E+0,
2.17859E-5,1.08788E+0,
2.18109E-5,1.06788E+0,
2.18359E-5,1.10788E+0,
2.18609E-5,1.06788E+0,
2.18859E-5,1.12788E+0,
2.1911E-5,1.08788E+0,
2.1936E-5,1.14788E+0,
2.1961E-5,1.10788E+0,
2.1986E-5,1.14788E+0,
2.2011E-5,1.10788E+0,
2.2036E-5,1.16788E+0,
2.2061E-5,1.12788E+0,
2.2086E-5,1.16788E+0,
2.21111E-5,1.12788E+0,
2.21361E-5,1.18788E+0,
2.21611E-5,1.14788E+0,
2.21861E-5,1.18788E+0,
2.22111E-5,1.16788E+0,
2.22361E-5,1.20788E+0,
2.22611E-5,1.18788E+0,
2.22861E-5,1.22788E+0,
2.23112E-5,1.18788E+0,
2.23362E-5,1.22788E+0,
2.23612E-5,1.20788E+0,
2.23862E-5,1.24788E+0,
2.24112E-5,1.20788E+0,
2.24362E-5,1.26788E+0,
2.24612E-5,1.22788E+0,
2.24862E-5,1.26788E+0,
2.25113E-5,1.22788E+0,
2.25363E-5,1.26788E+0,
2.25613E-5,1.22788E+0,
2.25863E-5,1.28788E+0,
2.26113E-5,1.22788E+0,
2.26363E-5,1.30788E+0,
2.26613E-5,1.24788E+0,
2.26863E-5,1.30788E+0,
2.27114E-5,1.26788E+0,
2.27364E-5,1.30788E+0,
2.27614E-5,1.28788E+0,
2.27864E-5,1.34788E+0,
2.28114E-5,1.28788E+0,
2.28364E-5,1.32788E+0,
2.28614E-5,1.30788E+0,
2.28864E-5,1.34788E+0,
2.29115E-5,1.28788E+0,
2.29365E-5,1.36788E+0,
2.29615E-5,1.32788E+0,
2.29865E-5,1.36788E+0,
2.30115E-5,1.32788E+0,
2.30365E-5,1.36788E+0,
2.30615E-5,1.34788E+0,
2.30865E-5,1.38788E+0,
2.31116E-5,1.34788E+0,
2.31366E-5,1.40788E+0,
2.31616E-5,1.34788E+0,
2.31866E-5,1.40788E+0,
2.32116E-5,1.36788E+0,
2.32366E-5,1.42788E+0,
2.32616E-5,1.38788E+0,
2.32866E-5,1.42788E+0,
2.33117E-5,1.38788E+0,
2.33367E-5,1.42788E+0,
2.33617E-5,1.38788E+0,
2.33867E-5,1.44788E+0,
2.34117E-5,1.40788E+0,
2.34367E-5,1.46788E+0,
2.34617E-5,1.40788E+0,
2.34867E-5,1.46788E+0,
2.35118E-5,1.40788E+0,
2.35368E-5,1.46788E+0,
2.35618E-5,1.42788E+0,
2.35868E-5,1.48788E+0,
2.36118E-5,1.42788E+0,
2.36368E-5,1.48788E+0,
2.36618E-5,1.42788E+0,
2.36868E-5,1.48788E+0,
2.37119E-5,1.44788E+0,
2.37369E-5,1.48788E+0,
2.37619E-5,1.46788E+0,
2.37869E-5,1.50788E+0,
2.38119E-5,1.46788E+0,
2.38369E-5,1.50788E+0,
2.38619E-5,1.46788E+0,
2.38869E-5,1.52788E+0,
2.3912E-5,1.46788E+0,
2.3937E-5,1.52788E+0,
2.3962E-5,1.46788E+0,
2.3987E-5,1.54788E+0,
2.4012E-5,1.48788E+0,
2.4037E-5,1.54788E+0,
2.4062E-5,1.48788E+0,
2.4087E-5,1.54788E+0,
2.41121E-5,1.48788E+0,
2.41371E-5,1.54788E+0,
2.41621E-5,1.50788E+0,
2.41871E-5,1.54788E+0,
2.42121E-5,1.50788E+0,
2.42371E-5,1.54788E+0,
2.42621E-5,1.50788E+0,
2.42871E-5,1.56788E+0,
2.43122E-5,1.50788E+0,
2.43372E-5,1.56788E+0,
2.43622E-5,1.52788E+0,
2.43872E-5,1.56788E+0,
2.44122E-5,1.52788E+0,
2.44372E-5,1.56788E+0,
2.44622E-5,1.52788E+0,
2.44872E-5,1.56788E+0,
2.45123E-5,1.52788E+0,
2.45373E-5,1.58788E+0,
2.45623E-5,1.52788E+0,
2.45873E-5,1.56788E+0,
2.46123E-5,1.52788E+0,
2.46373E-5,1.58788E+0,
2.46623E-5,1.52788E+0,
2.46873E-5,1.58788E+0,
2.47124E-5,1.54788E+0,
2.47374E-5,1.58788E+0,
2.47624E-5,1.54788E+0,
2.47874E-5,1.58788E+0,
2.48124E-5,1.54788E+0,
2.48374E-5,1.58788E+0,
2.48624E-5,1.54788E+0,
2.48874E-5,1.58788E+0,
2.49125E-5,1.54788E+0,
2.49375E-5,1.58788E+0,
2.49625E-5,1.54788E+0,
2.49875E-5,1.58788E+0,
2.50125E-5,1.54788E+0,
2.50375E-5,1.58788E+0,
2.50625E-5,1.52788E+0,
2.50875E-5,1.58788E+0,
2.51126E-5,1.52788E+0,
2.51376E-5,1.58788E+0,
2.51626E-5,1.54788E+0,
2.51876E-5,1.58788E+0,
2.52126E-5,1.54788E+0,
2.52376E-5,1.58788E+0,
2.52626E-5,1.54788E+0,
2.52876E-5,1.58788E+0,
2.53127E-5,1.54788E+0,
2.53377E-5,1.60788E+0,
2.53627E-5,1.52788E+0,
2.53877E-5,1.58788E+0,
2.54127E-5,1.52788E+0,
2.54377E-5,1.58788E+0,
2.54627E-5,1.52788E+0,
2.54877E-5,1.56788E+0,
2.55128E-5,1.52788E+0,
2.55378E-5,1.58788E+0,
2.55628E-5,1.52788E+0,
2.55878E-5,1.56788E+0,
2.56128E-5,1.52788E+0,
2.56378E-5,1.56788E+0,
2.56628E-5,1.50788E+0,
2.56878E-5,1.56788E+0,
2.57129E-5,1.50788E+0,
2.57379E-5,1.56788E+0,
2.57629E-5,1.50788E+0,
2.57879E-5,1.56788E+0,
2.58129E-5,1.48788E+0,
2.58379E-5,1.54788E+0,
2.58629E-5,1.50788E+0,
2.58879E-5,1.54788E+0,
2.5913E-5,1.48788E+0,
2.5938E-5,1.54788E+0,
2.5963E-5,1.46788E+0,
2.5988E-5,1.54788E+0,
2.6013E-5,1.48788E+0,
2.6038E-5,1.54788E+0,
2.6063E-5,1.46788E+0,
2.6088E-5,1.52788E+0,
2.61131E-5,1.46788E+0,
2.61381E-5,1.52788E+0,
2.61631E-5,1.46788E+0,
2.61881E-5,1.50788E+0,
2.62131E-5,1.44788E+0,
2.62381E-5,1.50788E+0,
2.62631E-5,1.42788E+0,
2.62881E-5,1.48788E+0,
2.63132E-5,1.44788E+0,
2.63382E-5,1.48788E+0,
2.63632E-5,1.42788E+0,
2.63882E-5,1.48788E+0,
2.64132E-5,1.40788E+0,
2.64382E-5,1.46788E+0,
2.64632E-5,1.40788E+0,
2.64882E-5,1.44788E+0,
2.65133E-5,1.40788E+0,
2.65383E-5,1.44788E+0,
2.65633E-5,1.38788E+0,
2.65883E-5,1.42788E+0,
2.66133E-5,1.36788E+0,
2.66383E-5,1.42788E+0,
2.66633E-5,1.34788E+0,
2.66883E-5,1.42788E+0,
2.67134E-5,1.34788E+0,
2.67384E-5,1.40788E+0,
2.67634E-5,1.32788E+0,
2.67884E-5,1.38788E+0,
2.68134E-5,1.32788E+0,
2.68384E-5,1.38788E+0,
2.68634E-5,1.32788E+0,
2.68884E-5,1.36788E+0,
2.69135E-5,1.30788E+0,
2.69385E-5,1.36788E+0,
2.69635E-5,1.28788E+0,
2.69885E-5,1.34788E+0,
2.70135E-5,1.28788E+0,
2.70385E-5,1.34788E+0,
2.70635E-5,1.26788E+0,
2.70885E-5,1.30788E+0,
2.71136E-5,1.26788E+0,
2.71386E-5,1.30788E+0,
2.71636E-5,1.24788E+0,
2.71886E-5,1.28788E+0,
2.72136E-5,1.22788E+0,
2.72386E-5,1.28788E+0,
2.72636E-5,1.22788E+0,
2.72886E-5,1.26788E+0,
2.73137E-5,1.18788E+0,
2.73387E-5,1.26788E+0,
2.73637E-5,1.18788E+0,
2.73887E-5,1.24788E+0,
2.74137E-5,1.16788E+0,
2.74387E-5,1.22788E+0,
2.74637E-5,1.14788E+0,
2.74887E-5,1.20788E+0,
2.75138E-5,1.14788E+0,
2.75388E-5,1.18788E+0,
2.75638E-5,1.12788E+0,
2.75888E-5,1.18788E+0,
2.76138E-5,1.10788E+0,
2.76388E-5,1.14788E+0,
2.76638E-5,1.08788E+0,
2.76888E-5,1.14788E+0,
2.77139E-5,1.06788E+0,
2.77389E-5,1.12788E+0,
2.77639E-5,1.04788E+0,
2.77889E-5,1.10788E+0,
2.78139E-5,1.04788E+0,
2.78389E-5,1.08788E+0,
2.78639E-5,1.00788E+0,
2.78889E-5,1.06788E+0,
2.7914E-5,1.00788E+0,
2.7939E-5,1.04788E+0,
2.7964E-5,9.6788E-1,
2.7989E-5,1.02788E+0,
2.8014E-5,9.6788E-1,
2.8039E-5,1.02788E+0,
2.8064E-5,9.4788E-1,
2.8089E-5,1.00788E+0,
2.81141E-5,9.2788E-1,
2.81391E-5,9.8788E-1,
2.81641E-5,9.0788E-1,
2.81891E-5,9.4788E-1,
2.82141E-5,8.8788E-1,
2.82391E-5,9.4788E-1,
2.82641E-5,8.6788E-1,
2.82891E-5,9.2788E-1,
2.83142E-5,8.4788E-1,
2.83392E-5,9.0788E-1,
2.83642E-5,8.2788E-1,
2.83892E-5,8.8788E-1,
2.84142E-5,8.0788E-1,
2.84392E-5,8.6788E-1,
2.84642E-5,7.8788E-1,
2.84892E-5,8.4788E-1,
2.85143E-5,7.6788E-1,
2.85393E-5,8.2788E-1,
2.85643E-5,7.6788E-1,
2.85893E-5,8.0788E-1,
2.86143E-5,7.2788E-1,
2.86393E-5,7.8788E-1,
2.86643E-5,7.0788E-1,
2.86893E-5,7.6788E-1,
2.87144E-5,7.0788E-1,
2.87394E-5,7.4788E-1,
2.87644E-5,6.8788E-1,
2.87894E-5,7.4788E-1,
2.88144E-5,6.6788E-1,
2.88394E-5,7.2788E-1,
2.88644E-5,6.4788E-1,
2.88894E-5,7.0788E-1,
2.89145E-5,6.2788E-1,
2.89395E-5,6.8788E-1,
2.89645E-5,6.0788E-1,
2.89895E-5,6.6788E-1,
2.90145E-5,6.0788E-1,
2.90395E-5,6.4788E-1,
2.90645E-5,5.6788E-1,
2.90895E-5,6.2788E-1,
2.91146E-5,5.6788E-1,
2.91396E-5,6.2788E-1,
2.91646E-5,5.4788E-1,
2.91896E-5,6.0788E-1,
2.92146E-5,5.2788E-1,
2.92396E-5,5.8788E-1,
2.92646E-5,5.2788E-1,
2.92896E-5,5.6788E-1,
2.93147E-5,5.0788E-1,
2.93397E-5,5.4788E-1,
2.93647E-5,4.8788E-1,
2.93897E-5,5.4788E-1,
2.94147E-5,4.8788E-1,
2.94397E-5,5.4788E-1,
2.94647E-5,4.6788E-1,
2.94897E-5,5.2788E-1,
2.95148E-5,4.6788E-1,
2.95398E-5,5.0788E-1,
2.95648E-5,4.2788E-1,
2.95898E-5,4.8788E-1,
2.96148E-5,4.2788E-1,
2.96398E-5,4.8788E-1,
2.96648E-5,4.0788E-1,
2.96898E-5,4.6788E-1,
2.97149E-5,4.0788E-1,
2.97399E-5,4.6788E-1,
2.97649E-5,3.8788E-1,
2.97899E-5,4.4788E-1,
2.98149E-5,3.8788E-1,
2.98399E-5,4.4788E-1,
2.98649E-5,3.6788E-1,
2.98899E-5,4.2788E-1,
2.9915E-5,3.4788E-1,
2.994E-5,4.0788E-1,
2.9965E-5,3.4788E-1,
2.999E-5,3.8788E-1,
3.0015E-5,3.2788E-1,
3.004E-5,3.8788E-1,
3.0065E-5,3.0788E-1,
3.009E-5,3.8788E-1,
3.01151E-5,3.2788E-1,
3.01401E-5,3.6788E-1,
3.01651E-5,3.0788E-1,
3.01901E-5,3.6788E-1,
3.02151E-5,3.0788E-1,
3.02401E-5,3.4788E-1,
3.02651E-5,2.8788E-1,
3.02901E-5,3.4788E-1,
3.03152E-5,2.8788E-1,
3.03402E-5,3.4788E-1,
3.03652E-5,2.8788E-1,
3.03902E-5,3.2788E-1,
3.04152E-5,2.6788E-1,
3.04402E-5,3.2788E-1,
3.04652E-5,2.6788E-1,
3.04902E-5,3.0788E-1,
3.05153E-5,2.4788E-1,
3.05403E-5,2.8788E-1,
3.05653E-5,2.2788E-1,
3.05903E-5,2.8788E-1,
3.06153E-5,2.2788E-1,
3.06403E-5,2.8788E-1,
3.06653E-5,2.2788E-1,
3.06903E-5,2.8788E-1,
3.07154E-5,2.2788E-1,
3.07404E-5,2.8788E-1,
3.07654E-5,2.0788E-1,
3.07904E-5,2.8788E-1,
3.08154E-5,2.0788E-1,
3.08404E-5,2.6788E-1,
3.08654E-5,2.0788E-1,
3.08904E-5,2.6788E-1,
3.09155E-5,2.0788E-1,
3.09405E-5,2.4788E-1,
3.09655E-5,1.8788E-1,
3.09905E-5,2.4788E-1,
3.10155E-5,1.8788E-1,
3.10405E-5,2.4788E-1,
3.10655E-5,1.8788E-1,
3.10905E-5,2.4788E-1,
3.11156E-5,1.6788E-1,
3.11406E-5,2.2788E-1,
3.11656E-5,1.6788E-1,
3.11906E-5,2.2788E-1,
3.12156E-5,1.6788E-1,
3.12406E-5,2.2788E-1,
3.12656E-5,1.6788E-1,
3.12906E-5,2.0788E-1,
3.13157E-5,1.6788E-1,
3.13407E-5,2.2788E-1,
3.13657E-5,1.6788E-1,
3.13907E-5,2.0788E-1,
3.14157E-5,1.4788E-1,
3.14407E-5,2.0788E-1,
3.14657E-5,1.4788E-1,
3.14907E-5,2.0788E-1,
3.15158E-5,1.4788E-1,
3.15408E-5,1.8788E-1,
3.15658E-5,1.2788E-1,
3.15908E-5,1.8788E-1,
3.16158E-5,1.2788E-1,
3.16408E-5,1.8788E-1,
3.16658E-5,1.2788E-1,
3.16908E-5,1.8788E-1,
3.17159E-5,1.2788E-1,
3.17409E-5,1.6788E-1,
3.17659E-5,1.2788E-1,
3.17909E-5,1.6788E-1,
3.18159E-5,1.0788E-1,
3.18409E-5,1.8788E-1,
3.18659E-5,1.2788E-1,
3.18909E-5,1.6788E-1,
3.1916E-5,1.2788E-1,
3.1941E-5,1.6788E-1,
3.1966E-5,1.0788E-1,
3.1991E-5,1.6788E-1,
3.2016E-5,1.0788E-1,
3.2041E-5,1.6788E-1,
3.2066E-5,1.0788E-1,
3.2091E-5,1.6788E-1,
3.21161E-5,1.0788E-1,
3.21411E-5,1.6788E-1,
3.21661E-5,1.0788E-1,
3.21911E-5,1.4788E-1,
3.22161E-5,1.0788E-1,
3.22411E-5,1.4788E-1,
3.22661E-5,1.0788E-1,
3.22911E-5,1.6788E-1,
3.23162E-5,8.788E-2,
3.23412E-5,1.4788E-1,
3.23662E-5,8.788E-2,
3.23912E-5,1.4788E-1,
3.24162E-5,8.788E-2,
3.24412E-5,1.4788E-1,
3.24662E-5,8.788E-2,
3.24912E-5,1.4788E-1,
3.25163E-5,8.788E-2,
3.25413E-5,1.4788E-1,
3.25663E-5,6.788E-2,
3.25913E-5,1.2788E-1,
3.26163E-5,8.788E-2,
3.26413E-5,1.2788E-1,
3.26663E-5,8.788E-2,
3.26913E-5,1.2788E-1,
3.27164E-5,6.788E-2,
3.27414E-5,1.2788E-1,
3.27664E-5,6.788E-2,
3.27914E-5,1.2788E-1,
3.28164E-5,4.788E-2,
3.28414E-5,1.2788E-1,
3.28664E-5,4.788E-2,
3.28914E-5,1.0788E-1,
3.29165E-5,4.788E-2,
3.29415E-5,1.0788E-1,
3.29665E-5,4.788E-2,
3.29915E-5,1.0788E-1,
3.30165E-5,4.788E-2,
3.30415E-5,1.0788E-1,
3.30665E-5,4.788E-2,
3.30915E-5,1.0788E-1,
3.31166E-5,4.788E-2,
3.31416E-5,8.788E-2,
3.31666E-5,4.788E-2,
3.31916E-5,8.788E-2,
3.32166E-5,4.788E-2,
3.32416E-5,8.788E-2,
3.32666E-5,4.788E-2,
3.32916E-5,8.788E-2,
3.33167E-5,4.788E-2,
3.33417E-5,8.788E-2,
3.33667E-5,4.788E-2,
3.33917E-5,8.788E-2,
3.34167E-5,2.788E-2,
3.34417E-5,8.788E-2,
3.34667E-5,2.788E-2,
3.34917E-5,8.788E-2,
3.35168E-5,2.788E-2,
3.35418E-5,6.788E-2,
3.35668E-5,2.788E-2,
3.35918E-5,6.788E-2,
3.36168E-5,2.788E-2,
3.36418E-5,1.0788E-1,
3.36668E-5,2.788E-2,
3.36918E-5,8.788E-2,
3.37169E-5,2.788E-2,
3.37419E-5,6.788E-2,
3.37669E-5,7.88E-3,
3.37919E-5,6.788E-2,
3.38169E-5,7.88E-3,
3.38419E-5,6.788E-2,
3.38669E-5,2.788E-2,
3.38919E-5,6.788E-2,
3.3917E-5,7.88E-3,
3.3942E-5,6.788E-2,
3.3967E-5,7.88E-3,
3.3992E-5,6.788E-2,
3.4017E-5,7.88E-3,
3.4042E-5,6.788E-2,
3.4067E-5,7.88E-3,
3.4092E-5,6.788E-2,
3.41171E-5,7.88E-3,
3.41421E-5,4.788E-2,
3.41671E-5,7.88E-3,
3.41921E-5,6.788E-2,
3.42171E-5,7.88E-3,
3.42421E-5,4.788E-2,
3.42671E-5,7.88E-3,
3.42921E-5,6.788E-2,
3.43172E-5,7.88E-3,
3.43422E-5,4.788E-2,
3.43672E-5,7.88E-3,
3.43922E-5,4.788E-2,
3.44172E-5,7.88E-3,
3.44422E-5,4.788E-2,
3.44672E-5,7.88E-3,
3.44922E-5,4.788E-2,
3.45173E-5,7.88E-3,
3.45423E-5,4.788E-2,
3.45673E-5,7.88E-3,
3.45923E-5,4.788E-2,
3.46173E-5,-1.212E-2,
3.46423E-5,4.788E-2,
3.46673E-5,-1.212E-2,
3.46923E-5,4.788E-2,
3.47174E-5,-1.212E-2,
3.47424E-5,4.788E-2,
3.47674E-5,7.88E-3,
3.47924E-5,4.788E-2,
3.48174E-5,-1.212E-2,
3.48424E-5,4.788E-2,
3.48674E-5,7.88E-3,
3.48924E-5,4.788E-2,
3.49175E-5,-1.212E-2,
3.49425E-5,4.788E-2,
3.49675E-5,-1.212E-2,
3.49925E-5,4.788E-2,
3.50175E-5,-1.212E-2,
3.50425E-5,4.788E-2,
3.50675E-5,-1.212E-2,
3.50925E-5,4.788E-2,
3.51176E-5,7.88E-3,
3.51426E-5,4.788E-2,
3.51676E-5,7.88E-3,
3.51926E-5,4.788E-2,
3.52176E-5,-1.212E-2,
3.52426E-5,4.788E-2,
3.52676E-5,-1.212E-2,
3.52926E-5,4.788E-2,
3.53177E-5,-1.212E-2,
3.53427E-5,4.788E-2,
3.53677E-5,-1.212E-2,
3.53927E-5,4.788E-2,
3.54177E-5,7.88E-3,
3.54427E-5,4.788E-2,
3.54677E-5,-1.212E-2,
3.54927E-5,4.788E-2,
3.55178E-5,-1.212E-2,
3.55428E-5,4.788E-2,
3.55678E-5,-1.212E-2,
3.55928E-5,2.788E-2,
3.56178E-5,-1.212E-2,
3.56428E-5,2.788E-2,
3.56678E-5,-1.212E-2,
3.56928E-5,4.788E-2,
3.57179E-5,-1.212E-2,
3.57429E-5,4.788E-2,
3.57679E-5,-1.212E-2,
3.57929E-5,2.788E-2,
3.58179E-5,7.88E-3,
3.58429E-5,4.788E-2,
3.58679E-5,-1.212E-2,
3.58929E-5,4.788E-2,
3.5918E-5,-1.212E-2,
3.5943E-5,4.788E-2,
3.5968E-5,-1.212E-2,
3.5993E-5,4.788E-2,
3.6018E-5,-1.212E-2,
3.6043E-5,4.788E-2,
3.6068E-5,-1.212E-2,
3.6093E-5,2.788E-2,
3.61181E-5,-1.212E-2,
3.61431E-5,4.788E-2,
3.61681E-5,-1.212E-2,
3.61931E-5,4.788E-2,
3.62181E-5,-1.212E-2,
3.62431E-5,4.788E-2,
3.62681E-5,-1.212E-2,
3.62931E-5,2.788E-2,
3.63182E-5,-1.212E-2,
3.63432E-5,2.788E-2,
3.63682E-5,-1.212E-2,
3.63932E-5,4.788E-2,
3.64182E-5,-1.212E-2,
3.64432E-5,2.788E-2,
3.64682E-5,-1.212E-2,
3.64932E-5,4.788E-2,
3.65183E-5,-1.212E-2,
3.65433E-5,2.788E-2,
3.65683E-5,-1.212E-2,
3.65933E-5,2.788E-2,
3.66183E-5,-1.212E-2,
3.66433E-5,4.788E-2,
3.66683E-5,-1.212E-2,
3.66933E-5,2.788E-2,
3.67184E-5,-1.212E-2,
3.67434E-5,2.788E-2,
3.67684E-5,-1.212E-2,
3.67934E-5,2.788E-2,
3.68184E-5,-1.212E-2,
3.68434E-5,2.788E-2,
3.68684E-5,-1.212E-2,
3.68934E-5,2.788E-2,
3.69185E-5,-1.212E-2,
3.69435E-5,2.788E-2,
3.69685E-5,-1.212E-2,
3.69935E-5,2.788E-2,
3.70185E-5,-1.212E-2,
3.70435E-5,4.788E-2,
3.70685E-5,-1.212E-2,
3.70935E-5,4.788E-2,
3.71186E-5,-1.212E-2,
3.71436E-5,2.788E-2,
3.71686E-5,-1.212E-2,
3.71936E-5,2.788E-2,
3.72186E-5,-1.212E-2,
3.72436E-5,2.788E-2,
3.72686E-5,-1.212E-2,
3.72936E-5,2.788E-2,
3.73187E-5,-1.212E-2,
3.73437E-5,4.788E-2,
3.73687E-5,-1.212E-2,
3.73937E-5,2.788E-2,
3.74187E-5,-1.212E-2,
3.74437E-5,2.788E-2,
3.74687E-5,-1.212E-2,
3.74937E-5,2.788E-2,
3.75188E-5,-1.212E-2,
3.75438E-5,2.788E-2,
3.75688E-5,-1.212E-2,
3.75938E-5,2.788E-2,
3.76188E-5,-1.212E-2,
3.76438E-5,2.788E-2,
3.76688E-5,-1.212E-2,
3.76938E-5,4.788E-2,
3.77189E-5,-1.212E-2,
3.77439E-5,2.788E-2,
3.77689E-5,-1.212E-2,
3.77939E-5,2.788E-2,
3.78189E-5,-1.212E-2,
3.78439E-5,2.788E-2,
3.78689E-5,-1.212E-2,
3.78939E-5,2.788E-2,
3.7919E-5,-1.212E-2,
3.7944E-5,2.788E-2,
3.7969E-5,-3.212E-2,
3.7994E-5,2.788E-2,
3.8019E-5,-1.212E-2,
3.8044E-5,2.788E-2,
3.8069E-5,-3.212E-2,
3.8094E-5,2.788E-2,
3.81191E-5,-3.212E-2,
3.81441E-5,2.788E-2,
3.81691E-5,-1.212E-2,
3.81941E-5,2.788E-2,
3.82191E-5,-1.212E-2,
3.82441E-5,2.788E-2,
3.82691E-5,-1.212E-2,
3.82941E-5,2.788E-2,
3.83192E-5,-1.212E-2,
3.83442E-5,2.788E-2,
3.83692E-5,-1.212E-2,
3.83942E-5,2.788E-2,
3.84192E-5,-1.212E-2,
3.84442E-5,2.788E-2,
3.84692E-5,-3.212E-2,
3.84942E-5,2.788E-2,
3.85193E-5,-1.212E-2,
3.85443E-5,2.788E-2,
3.85693E-5,-1.212E-2,
3.85943E-5,2.788E-2,
3.86193E-5,-1.212E-2,
3.86443E-5,2.788E-2,
3.86693E-5,-3.212E-2,
3.86943E-5,7.88E-3,
3.87194E-5,-3.212E-2,
3.87444E-5,2.788E-2,
3.87694E-5,-1.212E-2,
3.87944E-5,2.788E-2,
3.88194E-5,-3.212E-2,
3.88444E-5,2.788E-2,
3.88694E-5,-1.212E-2,
3.88944E-5,2.788E-2,
3.89195E-5,-3.212E-2,
3.89445E-5,2.788E-2,
3.89695E-5,-1.212E-2,
3.89945E-5,2.788E-2,
3.90195E-5,-3.212E-2,
3.90445E-5,2.788E-2,
3.90695E-5,-3.212E-2,
3.90945E-5,2.788E-2,
3.91196E-5,-3.212E-2,
3.91446E-5,2.788E-2,
3.91696E-5,-1.212E-2,
3.91946E-5,2.788E-2,
3.92196E-5,-3.212E-2,
3.92446E-5,2.788E-2,
3.92696E-5,-1.212E-2,
3.92946E-5,2.788E-2,
3.93197E-5,-1.212E-2,
3.93447E-5,2.788E-2,
3.93697E-5,-3.212E-2,
3.93947E-5,2.788E-2,
3.94197E-5,-1.212E-2,
3.94447E-5,2.788E-2,
3.94697E-5,-3.212E-2,
3.94947E-5,2.788E-2,
3.95198E-5,-1.212E-2,
3.95448E-5,2.788E-2,
3.95698E-5,-3.212E-2,
3.95948E-5,2.788E-2,
3.96198E-5,-1.212E-2,
3.96448E-5,2.788E-2,
3.96698E-5,-1.212E-2,
3.96948E-5,2.788E-2,
3.97199E-5,-1.212E-2,
3.97449E-5,2.788E-2,
3.97699E-5,-3.212E-2,
3.97949E-5,2.788E-2,
3.98199E-5,-3.212E-2,
3.98449E-5,2.788E-2,
3.98699E-5,-1.212E-2,
3.98949E-5,2.788E-2,
3.992E-5,-1.212E-2,
3.9945E-5,2.788E-2,
3.997E-5,-1.212E-2,
3.9995E-5,2.788E-2,
4.002E-5,-3.212E-2,
4.0045E-5,2.788E-2,
4.007E-5,-1.212E-2,
4.0095E-5,2.788E-2,
4.01201E-5,-3.212E-2,
4.01451E-5,2.788E-2,
4.01701E-5,-3.212E-2,
4.01951E-5,2.788E-2,
4.02201E-5,-1.212E-2,
4.02451E-5,7.88E-3,
4.02701E-5,-3.212E-2,
4.02951E-5,2.788E-2,
4.03202E-5,-3.212E-2,
4.03452E-5,2.788E-2,
4.03702E-5,-3.212E-2,
4.03952E-5,2.788E-2,
4.04202E-5,-3.212E-2,
4.04452E-5,2.788E-2,
4.04702E-5,-3.212E-2,
4.04952E-5,2.788E-2,
4.05203E-5,-1.212E-2,
4.05453E-5,2.788E-2,
4.05703E-5,-3.212E-2,
4.05953E-5,2.788E-2,
4.06203E-5,-1.212E-2,
4.06453E-5,2.788E-2,
4.06703E-5,-3.212E-2,
4.06953E-5,7.88E-3,
4.07204E-5,-3.212E-2,
4.07454E-5,2.788E-2,
4.07704E-5,-1.212E-2,
4.07954E-5,2.788E-2,
4.08204E-5,-3.212E-2,
4.08454E-5,2.788E-2,
4.08704E-5,-1.212E-2,
4.08954E-5,2.788E-2,
4.09205E-5,-1.212E-2,
4.09455E-5,2.788E-2,
4.09705E-5,-1.212E-2,
4.09955E-5,2.788E-2,
4.10205E-5,-3.212E-2,
4.10455E-5,2.788E-2,
4.10705E-5,-1.212E-2,
4.10955E-5,2.788E-2,
4.11206E-5,-1.212E-2,
4.11456E-5,2.788E-2,
4.11706E-5,-1.212E-2,
4.11956E-5,2.788E-2,
4.12206E-5,-3.212E-2,
4.12456E-5,2.788E-2,
4.12706E-5,-3.212E-2,
4.12956E-5,7.88E-3,
4.13207E-5,-1.212E-2,
4.13457E-5,2.788E-2,
4.13707E-5,-1.212E-2,
4.13957E-5,2.788E-2,
4.14207E-5,-3.212E-2,
4.14457E-5,7.88E-3,
4.14707E-5,-3.212E-2,
4.14957E-5,2.788E-2,
4.15208E-5,-3.212E-2,
4.15458E-5,2.788E-2,
4.15708E-5,-3.212E-2,
4.15958E-5,2.788E-2,
4.16208E-5,-3.212E-2,
4.16458E-5,2.788E-2,
4.16708E-5,-3.212E-2,
4.16958E-5,2.788E-2,
4.17209E-5,-3.212E-2,
4.17459E-5,2.788E-2,
4.17709E-5,-3.212E-2,
4.17959E-5,2.788E-2,
4.18209E-5,-3.212E-2,
4.18459E-5,2.788E-2,
4.18709E-5,-1.212E-2,
4.18959E-5,2.788E-2,
4.1921E-5,-3.212E-2,
4.1946E-5,2.788E-2,
4.1971E-5,-1.212E-2,
4.1996E-5,2.788E-2,
