Vernier Format 2
lampe_vor_neueinstellung.cmbl 21.10.2014 11:17:05 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	-70,541834086	0,01221	0,02442	-1557,40754569	-0,79555284256
0,5	-70,34622502	0,017094	0,015873	-1555,51998406	-0,796518214292
1	-70,019675459	0,017094	0,021978	-1552,32850455	-0,798155800378
1,5	-69,824066393	0,02442	0,018315	-1550,39259519	-0,799152423613
2	-69,497516832	0,021978	0,028083	-1547,12053748	-0,800842578186
2,5	-68,975358205	0,028083	0,021978	-1541,78407702	-0,803614473953
3	-68,714546117	0,032967	0,025641	-1539,07059642	-0,805031298034
3,5	-68,453734029	0,031746	0,021978	-1536,32522483	-0,806469867169
4	-67,86637238	0,041514	0,019536	-1530,02602813	-0,809790145541
4,5	-67,605025841	0,041514	0,025641	-1527,17147224	-0,811303787769
5	-67,344213753	0,047619	0,021978	-1524,291077	-0,812836877875
5,5	-66,822055126	0,0500611	0,030525	-1518,42952853	-0,815974647961
6	-66,561243038	0,0573871	0,025641	-1515,45449633	-0,817576511207
6,5	-66,104287433	0,0622711	0,029304	-1510,16642617	-0,820439375772
7	-65,778272323	0,0647131	0,026862	-1506,3349186	-0,822526242138
7,5	-65,516925784	0,0720391	0,023199	-1503,22820719	-0,824226151475
8	-64,994767157	0,0732601	0,028083	-1496,92753417	-0,827695377175
8,5	-64,733955069	0,0805861	0,023199	-1493,73383091	-0,829465045485
9	-64,473142981	0,0830281	0,032967	-1490,50917608	-0,831259558733
9,5	-63,950984354	0,0854701	0,029304	-1483,96051371	-0,834927876148
10	-63,689637815	0,0964591	0,031746	-1480,63651571	-0,836802271762
10,5	-63,428825727	0,0952381	0,026862	-1477,28860359	-0,838698678774
11	-62,841464078	0,103785	0,028083	-1469,63695458	-0,843065354435
11,5	-62,645855012	0,103785	0,026862	-1467,0544036	-0,844549457036
12	-62,319305451	0,113553	0,026862	-1462,70501112	-0,847060747436
12,5	-61,862884297	0,114774	0,030525	-1456,54624481	-0,850642404531
13	-61,536334736	0,124542	0,028083	-1452,0831707	-0,853256910483
13,5	-61,144582153	0,125763	0,030525	-1446,66672061	-0,85645158097
14	-60,753364021	0,133089	0,021978	-1441,19016724	-0,85970611524
14,5	-60,492017482	0,137973	0,02442	-1437,49419857	-0,86191652198
15	-59,905190284	0,139194	0,019536	-1429,08641781	-0,86698745755
15,5	-59,709046767	0,14652	0,019536	-1426,24269565	-0,868716105454
16	-59,121685118	0,14652	0,021978	-1417,62719082	-0,87399565134
16,5	-58,86087303	0,153846	0,018315	-1413,75374395	-0,876390252052
17	-58,600060942	0,152625	0,021978	-1409,85100277	-0,878816270345
17,5	-58,077902315	0,159951	0,01221	-1401,94981475	-0,883769152763
18	-57,816555776	0,161172	0,018315	-1397,95141245	-0,886296897706
18,5	-57,555743688	0,166056	0,01221	-1393,93219024	-0,888852419561
19	-56,968382039	0,17094	0,015873	-1384,77506398	-0,894730149486
19,5	-56,772772973	0,172161	0,015873	-1381,69311565	-0,896725898078
20	-56,511426434	0,18315	0,018315	-1377,55030491	-0,899422689378
20,5	-55,989802258	0,18315	0,019536	-1369,1960227	-0,904910604075
21	-55,663252697	0,192918	0,014652	-1363,90823306	-0,908418887699
21,5	-55,402440609	0,201465	0,019536	-1359,65309341	-0,911261854957
22	-54,880281982	0,21978	0,01221	-1351,0495194	-0,917064831607
22,5	-54,618935443	0,228327	0,020757	-1346,70114846	-0,920025947419
23	-54,292920333	0,234432	0,018315	-1341,23753375	-0,923773730474
23,5	-53,835964728	0,2442	0,019536	-1333,50646808	-0,929129351571
