[s],CH1[V]
6.40160E-02,4.845E-04
6.40200E-02,4.845E-04
6.40240E-02,4.845E-04
6.40280E-02,8.485E-03
6.40320E-02,4.845E-04
6.40360E-02,4.845E-04
6.40400E-02,4.845E-04
6.40440E-02,4.845E-04
6.40480E-02,4.845E-04
6.40520E-02,8.485E-03
6.40560E-02,8.485E-03
6.40600E-02,4.845E-04
6.40640E-02,8.485E-03
6.40680E-02,1.648E-02
6.40720E-02,8.485E-03
6.40760E-02,8.485E-03
6.40800E-02,8.485E-03
6.40840E-02,8.485E-03
6.40880E-02,8.485E-03
6.40920E-02,4.845E-04
6.40960E-02,1.648E-02
6.41000E-02,8.485E-03
6.41040E-02,8.485E-03
6.41080E-02,8.485E-03
6.41120E-02,4.845E-04
6.41160E-02,8.485E-03
6.41200E-02,8.485E-03
6.41240E-02,1.648E-02
6.41280E-02,1.648E-02
6.41320E-02,1.648E-02
6.41360E-02,2.448E-02
6.41400E-02,2.448E-02
6.41440E-02,3.248E-02
6.41480E-02,2.448E-02
6.41520E-02,2.448E-02
6.41560E-02,2.448E-02
6.41600E-02,2.448E-02
6.41640E-02,2.448E-02
6.41680E-02,3.248E-02
6.41720E-02,2.448E-02
6.41760E-02,2.448E-02
6.41800E-02,2.448E-02
6.41840E-02,1.648E-02
6.41880E-02,2.448E-02
6.41920E-02,2.448E-02
6.41960E-02,1.648E-02
6.42000E-02,1.648E-02
6.42040E-02,1.648E-02
6.42080E-02,1.648E-02
6.42120E-02,2.448E-02
6.42160E-02,1.648E-02
6.42200E-02,4.845E-04
6.42240E-02,8.485E-03
6.42280E-02,8.485E-03
6.42320E-02,4.845E-04
6.42360E-02,4.845E-04
6.42400E-02,-7.515E-03
6.42440E-02,4.845E-04
6.42480E-02,-7.515E-03
6.42520E-02,8.485E-03
6.42560E-02,-7.515E-03
6.42600E-02,-7.515E-03
6.42640E-02,-7.515E-03
6.42680E-02,-7.515E-03
6.42720E-02,4.845E-04
6.42760E-02,-7.515E-03
6.42800E-02,-7.515E-03
6.42840E-02,-7.515E-03
6.42880E-02,-7.515E-03
6.42920E-02,8.485E-03
6.42960E-02,4.845E-04
6.43000E-02,4.845E-04
6.43040E-02,8.485E-03
6.43080E-02,4.845E-04
6.43120E-02,8.485E-03
6.43160E-02,4.845E-04
6.43200E-02,8.485E-03
6.43240E-02,8.485E-03
6.43280E-02,4.845E-04
6.43320E-02,4.845E-04
6.43360E-02,8.485E-03
6.43400E-02,8.485E-03
6.43440E-02,8.485E-03
6.43480E-02,8.485E-03
6.43520E-02,8.485E-03
6.43560E-02,8.485E-03
6.43600E-02,1.648E-02
6.43640E-02,8.485E-03
6.43680E-02,1.648E-02
6.43720E-02,8.485E-03
6.43760E-02,8.485E-03
6.43800E-02,8.485E-03
6.43840E-02,1.648E-02
6.43880E-02,8.485E-03
6.43920E-02,8.485E-03
6.43960E-02,4.845E-04
6.44000E-02,8.485E-03
6.44040E-02,4.845E-04
6.44080E-02,4.845E-04
6.44120E-02,4.845E-04
6.44160E-02,4.845E-04
6.44200E-02,4.845E-04
6.44240E-02,4.845E-04
6.44280E-02,-1.552E-02
6.44320E-02,-7.515E-03
6.44360E-02,-1.552E-02
6.44400E-02,-1.552E-02
6.44440E-02,-7.515E-03
6.44480E-02,4.845E-04
6.44520E-02,-1.552E-02
6.44560E-02,-1.552E-02
6.44600E-02,-1.552E-02
6.44640E-02,-1.552E-02
6.44680E-02,-1.552E-02
6.44720E-02,-1.552E-02
6.44760E-02,-1.552E-02
6.44800E-02,-1.552E-02
6.44840E-02,-1.552E-02
6.44880E-02,-1.552E-02
6.44920E-02,-1.552E-02
6.44960E-02,-7.515E-03
6.45000E-02,-1.552E-02
6.45040E-02,-7.515E-03
6.45080E-02,-1.552E-02
6.45120E-02,-7.515E-03
6.45160E-02,4.845E-04
6.45200E-02,4.845E-04
6.45240E-02,4.845E-04
6.45280E-02,-7.515E-03
6.45320E-02,8.485E-03
6.45360E-02,4.845E-04
6.45400E-02,8.485E-03
6.45440E-02,8.485E-03
6.45480E-02,8.485E-03
6.45520E-02,1.648E-02
6.45560E-02,1.648E-02
6.45600E-02,1.648E-02
6.45640E-02,2.448E-02
6.45680E-02,2.448E-02
6.45720E-02,1.648E-02
6.45760E-02,2.448E-02
6.45800E-02,3.248E-02
6.45840E-02,3.248E-02
6.45880E-02,2.448E-02
6.45920E-02,3.248E-02
6.45960E-02,2.448E-02
6.46000E-02,1.648E-02
6.46040E-02,2.448E-02
6.46080E-02,3.248E-02
6.46120E-02,2.448E-02
6.46160E-02,2.448E-02
6.46200E-02,1.648E-02
6.46240E-02,2.448E-02
6.46280E-02,1.648E-02
6.46320E-02,1.648E-02
6.46360E-02,1.648E-02
6.46400E-02,1.648E-02
6.46440E-02,1.648E-02
6.46480E-02,1.648E-02
6.46520E-02,1.648E-02
6.46560E-02,8.485E-03
6.46600E-02,8.485E-03
6.46640E-02,8.485E-03
6.46680E-02,1.648E-02
6.46720E-02,8.485E-03
6.46760E-02,8.485E-03
6.46800E-02,4.845E-04
6.46840E-02,8.485E-03
6.46880E-02,8.485E-03
6.46920E-02,4.845E-04
6.46960E-02,8.485E-03
6.47000E-02,4.845E-04
6.47040E-02,4.845E-04
6.47080E-02,4.845E-04
6.47120E-02,4.845E-04
6.47160E-02,4.845E-04
6.47200E-02,4.845E-04
6.47240E-02,4.845E-04
6.47280E-02,4.845E-04
6.47320E-02,4.845E-04
6.47360E-02,4.845E-04
6.47400E-02,4.845E-04
6.47440E-02,-7.515E-03
6.47480E-02,4.845E-04
6.47520E-02,4.845E-04
6.47560E-02,8.485E-03
6.47600E-02,1.648E-02
6.47640E-02,4.845E-04
6.47680E-02,1.648E-02
6.47720E-02,1.648E-02
6.47760E-02,2.448E-02
6.47800E-02,1.648E-02
6.47840E-02,1.648E-02
6.47880E-02,1.648E-02
6.47920E-02,2.448E-02
6.47960E-02,1.648E-02
6.48000E-02,1.648E-02
6.48040E-02,3.248E-02
6.48080E-02,2.448E-02
6.48120E-02,2.448E-02
6.48160E-02,1.648E-02
6.48200E-02,1.648E-02
6.48240E-02,1.648E-02
6.48280E-02,1.648E-02
6.48320E-02,8.485E-03
6.48360E-02,1.648E-02
6.48400E-02,1.648E-02
6.48440E-02,8.485E-03
6.48480E-02,1.648E-02
6.48520E-02,1.648E-02
6.48560E-02,8.485E-03
6.48600E-02,1.648E-02
6.48640E-02,8.485E-03
6.48680E-02,1.648E-02
6.48720E-02,1.648E-02
6.48760E-02,8.485E-03
6.48800E-02,1.648E-02
6.48840E-02,8.485E-03
6.48880E-02,4.845E-04
6.48920E-02,8.485E-03
6.48960E-02,4.845E-04
6.49000E-02,4.845E-04
6.49040E-02,8.485E-03
6.49080E-02,8.485E-03
6.49120E-02,4.845E-04
6.49160E-02,4.845E-04
6.49200E-02,-7.515E-03
6.49240E-02,4.845E-04
6.49280E-02,-7.515E-03
6.49320E-02,-7.515E-03
6.49360E-02,1.648E-02
6.49400E-02,-7.515E-03
6.49440E-02,8.485E-03
6.49480E-02,4.845E-04
6.49520E-02,8.485E-03
6.49560E-02,8.485E-03
6.49600E-02,8.485E-03
6.49640E-02,4.845E-04
6.49680E-02,8.485E-03
6.49720E-02,1.648E-02
6.49760E-02,4.845E-04
6.49800E-02,4.845E-04
6.49840E-02,4.845E-04
6.49880E-02,4.845E-04
6.49920E-02,8.485E-03
6.49960E-02,4.845E-04
6.50000E-02,-7.515E-03
6.50040E-02,4.845E-04
6.50080E-02,4.845E-04
6.50120E-02,-7.515E-03
6.50160E-02,-7.515E-03
6.50200E-02,4.845E-04
6.50240E-02,4.845E-04
6.50280E-02,8.485E-03
6.50320E-02,4.845E-04
6.50360E-02,-7.515E-03
6.50400E-02,4.845E-04
6.50440E-02,8.485E-03
6.50480E-02,8.485E-03
6.50520E-02,4.845E-04
6.50560E-02,8.485E-03
6.50600E-02,4.845E-04
6.50640E-02,8.485E-03
6.50680E-02,8.485E-03
6.50720E-02,4.845E-04
6.50760E-02,8.485E-03
6.50800E-02,1.648E-02
6.50840E-02,1.648E-02
6.50880E-02,2.448E-02
6.50920E-02,2.448E-02
6.50960E-02,2.448E-02
6.51000E-02,2.448E-02
6.51040E-02,2.448E-02
6.51080E-02,1.648E-02
6.51120E-02,2.448E-02
6.51160E-02,2.448E-02
6.51200E-02,2.448E-02
6.51240E-02,2.448E-02
6.51280E-02,2.448E-02
6.51320E-02,1.648E-02
6.51360E-02,2.448E-02
6.51400E-02,1.648E-02
6.51440E-02,1.648E-02
6.51480E-02,8.485E-03
6.51520E-02,8.485E-03
6.51560E-02,1.648E-02
6.51600E-02,8.485E-03
6.51640E-02,8.485E-03
6.51680E-02,1.648E-02
6.51720E-02,8.485E-03
6.51760E-02,8.485E-03
6.51800E-02,1.648E-02
6.51840E-02,1.648E-02
6.51880E-02,8.485E-03
6.51920E-02,1.648E-02
6.51960E-02,8.485E-03
6.52000E-02,1.648E-02
6.52040E-02,4.845E-04
6.52080E-02,8.485E-03
6.52120E-02,-1.552E-02
6.52160E-02,1.648E-02
6.52200E-02,8.485E-03
6.52240E-02,8.485E-03
6.52280E-02,-7.515E-03
6.52320E-02,4.845E-04
6.52360E-02,8.485E-03
6.52400E-02,4.845E-04
6.52440E-02,8.485E-03
6.52480E-02,1.648E-02
6.52520E-02,8.485E-03
6.52560E-02,1.648E-02
6.52600E-02,8.485E-03
6.52640E-02,3.248E-02
6.52680E-02,4.048E-02
6.52720E-02,2.448E-02
6.52760E-02,2.448E-02
6.52800E-02,2.448E-02
6.52840E-02,2.448E-02
6.52880E-02,4.048E-02
6.52920E-02,1.648E-02
6.52960E-02,3.248E-02
6.53000E-02,3.248E-02
6.53040E-02,4.048E-02
6.53080E-02,2.448E-02
6.53120E-02,4.048E-02
6.53160E-02,1.648E-02
6.53200E-02,2.448E-02
6.53240E-02,2.448E-02
6.53280E-02,4.048E-02
6.53320E-02,4.048E-02
6.53360E-02,4.048E-02
6.53400E-02,4.048E-02
6.53440E-02,2.448E-02
6.53480E-02,4.048E-02
6.53520E-02,3.248E-02
6.53560E-02,2.448E-02
6.53600E-02,2.448E-02
6.53640E-02,3.248E-02
6.53680E-02,8.485E-03
6.53720E-02,3.248E-02
6.53760E-02,1.648E-02
6.53800E-02,2.448E-02
6.53840E-02,2.448E-02
6.53880E-02,8.485E-03
6.53920E-02,2.448E-02
6.53960E-02,4.845E-04
6.54000E-02,2.448E-02
6.54040E-02,2.448E-02
6.54080E-02,1.648E-02
6.54120E-02,4.845E-04
6.54160E-02,8.485E-03
6.54200E-02,8.485E-03
6.54240E-02,8.485E-03
6.54280E-02,4.845E-04
6.54320E-02,8.485E-03
6.54360E-02,8.485E-03
6.54400E-02,8.485E-03
6.54440E-02,1.648E-02
6.54480E-02,-1.552E-02
6.54520E-02,1.648E-02
6.54560E-02,8.485E-03
6.54600E-02,4.845E-04
6.54640E-02,4.845E-04
6.54680E-02,4.845E-04
6.54720E-02,-7.515E-03
6.54760E-02,8.485E-03
6.54800E-02,-1.552E-02
6.54840E-02,4.845E-04
6.54880E-02,4.845E-04
6.54920E-02,1.648E-02
6.54960E-02,-7.515E-03
6.55000E-02,4.845E-04
6.55040E-02,-7.515E-03
6.55080E-02,2.448E-02
6.55120E-02,-7.515E-03
6.55160E-02,2.448E-02
6.55200E-02,8.485E-03
6.55240E-02,2.448E-02
6.55280E-02,8.485E-03
6.55320E-02,8.485E-03
6.55360E-02,1.648E-02
6.55400E-02,1.648E-02
6.55440E-02,2.448E-02
6.55480E-02,1.648E-02
6.55520E-02,2.448E-02
6.55560E-02,2.448E-02
6.55600E-02,4.048E-02
6.55640E-02,4.048E-02
6.55680E-02,8.485E-03
6.55720E-02,4.048E-02
6.55760E-02,4.048E-02
6.55800E-02,3.248E-02
6.55840E-02,4.048E-02
6.55880E-02,3.248E-02
6.55920E-02,4.048E-02
6.55960E-02,2.448E-02
6.56000E-02,1.648E-02
6.56040E-02,3.248E-02
6.56080E-02,2.448E-02
6.56120E-02,2.448E-02
6.56160E-02,4.048E-02
6.56200E-02,2.448E-02
6.56240E-02,3.248E-02
6.56280E-02,3.248E-02
6.56320E-02,3.248E-02
6.56360E-02,2.448E-02
6.56400E-02,2.448E-02
6.56440E-02,2.448E-02
6.56480E-02,2.448E-02
6.56520E-02,2.448E-02
6.56560E-02,1.648E-02
6.56600E-02,8.485E-03
6.56640E-02,1.648E-02
6.56680E-02,8.485E-03
6.56720E-02,2.448E-02
6.56760E-02,4.048E-02
6.56800E-02,2.448E-02
6.56840E-02,8.485E-03
6.56880E-02,3.248E-02
6.56920E-02,2.448E-02
6.56960E-02,2.448E-02
6.57000E-02,1.648E-02
6.57040E-02,1.648E-02
6.57080E-02,1.648E-02
6.57120E-02,2.448E-02
6.57160E-02,2.448E-02
6.57200E-02,1.648E-02
6.57240E-02,2.448E-02
6.57280E-02,1.648E-02
6.57320E-02,2.448E-02
6.57360E-02,2.448E-02
6.57400E-02,1.648E-02
6.57440E-02,2.448E-02
6.57480E-02,2.448E-02
6.57520E-02,1.648E-02
6.57560E-02,2.448E-02
6.57600E-02,2.448E-02
6.57640E-02,1.648E-02
6.57680E-02,2.448E-02
6.57720E-02,2.448E-02
6.57760E-02,2.448E-02
6.57800E-02,2.448E-02
6.57840E-02,2.448E-02
6.57880E-02,2.448E-02
6.57920E-02,2.448E-02
6.57960E-02,1.648E-02
6.58000E-02,1.648E-02
6.58040E-02,1.648E-02
6.58080E-02,2.448E-02
6.58120E-02,2.448E-02
6.58160E-02,1.648E-02
6.58200E-02,8.485E-03
6.58240E-02,1.648E-02
6.58280E-02,1.648E-02
6.58320E-02,1.648E-02
6.58360E-02,1.648E-02
6.58400E-02,8.485E-03
6.58440E-02,1.648E-02
6.58480E-02,1.648E-02
6.58520E-02,8.485E-03
6.58560E-02,1.648E-02
6.58600E-02,8.485E-03
6.58640E-02,4.845E-04
6.58680E-02,8.485E-03
6.58720E-02,8.485E-03
6.58760E-02,4.845E-04
6.58800E-02,8.485E-03
6.58840E-02,8.485E-03
6.58880E-02,8.485E-03
6.58920E-02,1.648E-02
6.58960E-02,8.485E-03
6.59000E-02,8.485E-03
6.59040E-02,4.845E-04
6.59080E-02,8.485E-03
6.59120E-02,8.485E-03
6.59160E-02,1.648E-02
6.59200E-02,8.485E-03
6.59240E-02,8.485E-03
6.59280E-02,8.485E-03
6.59320E-02,8.485E-03
6.59360E-02,1.648E-02
6.59400E-02,8.485E-03
6.59440E-02,1.648E-02
6.59480E-02,1.648E-02
6.59520E-02,8.485E-03
6.59560E-02,2.448E-02
6.59600E-02,8.485E-03
6.59640E-02,1.648E-02
6.59680E-02,2.448E-02
6.59720E-02,1.648E-02
6.59760E-02,2.448E-02
6.59800E-02,2.448E-02
6.59840E-02,1.648E-02
6.59880E-02,2.448E-02
6.59920E-02,1.648E-02
6.59960E-02,8.485E-03
6.60000E-02,1.648E-02
6.60040E-02,2.448E-02
6.60080E-02,2.448E-02
6.60120E-02,1.648E-02
6.60160E-02,2.448E-02
6.60200E-02,2.448E-02
6.60240E-02,3.248E-02
6.60280E-02,2.448E-02
6.60320E-02,1.648E-02
6.60360E-02,2.448E-02
6.60400E-02,1.648E-02
6.60440E-02,2.448E-02
6.60480E-02,2.448E-02
6.60520E-02,2.448E-02
6.60560E-02,2.448E-02
6.60600E-02,1.648E-02
6.60640E-02,1.648E-02
6.60680E-02,8.485E-03
6.60720E-02,1.648E-02
6.60760E-02,2.448E-02
6.60800E-02,8.485E-03
6.60840E-02,1.648E-02
6.60880E-02,1.648E-02
6.60920E-02,8.485E-03
6.60960E-02,1.648E-02
6.61000E-02,2.448E-02
6.61040E-02,1.648E-02
6.61080E-02,1.648E-02
6.61120E-02,1.648E-02
6.61160E-02,8.485E-03
6.61200E-02,1.648E-02
6.61240E-02,8.485E-03
6.61280E-02,4.845E-04
6.61320E-02,8.485E-03
6.61360E-02,4.845E-04
6.61400E-02,4.845E-04
6.61440E-02,4.845E-04
6.61480E-02,8.485E-03
6.61520E-02,8.485E-03
6.61560E-02,8.485E-03
6.61600E-02,8.485E-03
6.61640E-02,8.485E-03
6.61680E-02,1.648E-02
6.61720E-02,8.485E-03
6.61760E-02,1.648E-02
6.61800E-02,1.648E-02
6.61840E-02,8.485E-03
6.61880E-02,1.648E-02
6.61920E-02,1.648E-02
6.61960E-02,1.648E-02
6.62000E-02,1.648E-02
6.62040E-02,1.648E-02
6.62080E-02,1.648E-02
6.62120E-02,1.648E-02
6.62160E-02,1.648E-02
6.62200E-02,1.648E-02
6.62240E-02,2.448E-02
6.62280E-02,2.448E-02
6.62320E-02,2.448E-02
6.62360E-02,2.448E-02
6.62400E-02,2.448E-02
6.62440E-02,1.648E-02
6.62480E-02,1.648E-02
6.62520E-02,2.448E-02
6.62560E-02,1.648E-02
6.62600E-02,1.648E-02
6.62640E-02,2.448E-02
6.62680E-02,2.448E-02
6.62720E-02,1.648E-02
6.62760E-02,2.448E-02
6.62800E-02,1.648E-02
6.62840E-02,1.648E-02
6.62880E-02,2.448E-02
6.62920E-02,2.448E-02
6.62960E-02,8.485E-03
6.63000E-02,1.648E-02
6.63040E-02,2.448E-02
6.63080E-02,8.485E-03
6.63120E-02,1.648E-02
6.63160E-02,1.648E-02
6.63200E-02,1.648E-02
6.63240E-02,4.845E-04
6.63280E-02,8.485E-03
6.63320E-02,1.648E-02
6.63360E-02,4.845E-04
6.63400E-02,8.485E-03
6.63440E-02,4.845E-04
6.63480E-02,8.485E-03
6.63520E-02,-7.515E-03
6.63560E-02,8.485E-03
6.63600E-02,4.845E-04
6.63640E-02,4.845E-04
6.63680E-02,4.845E-04
6.63720E-02,-7.515E-03
6.63760E-02,-7.515E-03
6.63800E-02,4.845E-04
6.63840E-02,-7.515E-03
6.63880E-02,8.485E-03
6.63920E-02,-7.515E-03
6.63960E-02,-7.515E-03
6.64000E-02,4.845E-04
6.64040E-02,-7.515E-03
6.64080E-02,4.845E-04
6.64120E-02,-7.515E-03
6.64160E-02,-7.515E-03
6.64200E-02,4.845E-04
6.64240E-02,4.845E-04
6.64280E-02,-1.552E-02
6.64320E-02,4.845E-04
6.64360E-02,-7.515E-03
6.64400E-02,8.485E-03
6.64440E-02,8.485E-03
6.64480E-02,4.845E-04
6.64520E-02,8.485E-03
6.64560E-02,8.485E-03
6.64600E-02,4.845E-04
6.64640E-02,1.648E-02
6.64680E-02,8.485E-03
6.64720E-02,8.485E-03
6.64760E-02,1.648E-02
6.64800E-02,8.485E-03
6.64840E-02,1.648E-02
6.64880E-02,8.485E-03
6.64920E-02,1.648E-02
6.64960E-02,1.648E-02
6.65000E-02,8.485E-03
6.65040E-02,8.485E-03
6.65080E-02,8.485E-03
6.65120E-02,1.648E-02
6.65160E-02,8.485E-03
6.65200E-02,4.845E-04
6.65240E-02,8.485E-03
6.65280E-02,4.845E-04
6.65320E-02,4.845E-04
6.65360E-02,4.845E-04
6.65400E-02,8.485E-03
6.65440E-02,8.485E-03
6.65480E-02,4.845E-04
6.65520E-02,4.845E-04
6.65560E-02,8.485E-03
6.65600E-02,4.845E-04
6.65640E-02,1.648E-02
6.65680E-02,8.485E-03
6.65720E-02,4.845E-04
6.65760E-02,8.485E-03
6.65800E-02,1.648E-02
6.65840E-02,1.648E-02
6.65880E-02,1.648E-02
6.65920E-02,8.485E-03
6.65960E-02,8.485E-03
6.66000E-02,8.485E-03
6.66040E-02,1.648E-02
6.66080E-02,2.448E-02
6.66120E-02,2.448E-02
6.66160E-02,2.448E-02
6.66200E-02,2.448E-02
6.66240E-02,2.448E-02
6.66280E-02,2.448E-02
6.66320E-02,2.448E-02
6.66360E-02,3.248E-02
6.66400E-02,1.648E-02
6.66440E-02,2.448E-02
6.66480E-02,2.448E-02
6.66520E-02,1.648E-02
6.66560E-02,1.648E-02
6.66600E-02,8.485E-03
6.66640E-02,8.485E-03
6.66680E-02,8.485E-03
6.66720E-02,8.485E-03
6.66760E-02,8.485E-03
6.66800E-02,4.845E-04
6.66840E-02,8.485E-03
6.66880E-02,4.845E-04
6.66920E-02,-7.515E-03
6.66960E-02,-1.552E-02
6.67000E-02,-7.515E-03
6.67040E-02,-1.552E-02
6.67080E-02,-1.552E-02
6.67120E-02,-2.352E-02
6.67160E-02,-3.152E-02
6.67200E-02,-2.352E-02
6.67240E-02,-3.152E-02
6.67280E-02,-3.152E-02
6.67320E-02,-2.352E-02
6.67360E-02,-2.352E-02
6.67400E-02,-3.152E-02
6.67440E-02,-2.352E-02
6.67480E-02,-1.552E-02
6.67520E-02,-1.552E-02
6.67560E-02,-1.552E-02
6.67600E-02,-1.552E-02
6.67640E-02,-7.515E-03
6.67680E-02,-1.552E-02
6.67720E-02,-1.552E-02
6.67760E-02,4.845E-04
6.67800E-02,-7.515E-03
6.67840E-02,4.845E-04
6.67880E-02,4.845E-04
6.67920E-02,8.485E-03
6.67960E-02,8.485E-03
6.68000E-02,8.485E-03
6.68040E-02,1.648E-02
6.68080E-02,8.485E-03
6.68120E-02,4.845E-04
6.68160E-02,8.485E-03
6.68200E-02,8.485E-03
6.68240E-02,8.485E-03
6.68280E-02,8.485E-03
6.68320E-02,1.648E-02
6.68360E-02,4.845E-04
6.68400E-02,8.485E-03
6.68440E-02,8.485E-03
6.68480E-02,8.485E-03
6.68520E-02,8.485E-03
6.68560E-02,8.485E-03
6.68600E-02,8.485E-03
6.68640E-02,8.485E-03
6.68680E-02,1.648E-02
6.68720E-02,1.648E-02
6.68760E-02,8.485E-03
6.68800E-02,8.485E-03
6.68840E-02,8.485E-03
6.68880E-02,1.648E-02
6.68920E-02,8.485E-03
6.68960E-02,8.485E-03
6.69000E-02,1.648E-02
6.69040E-02,1.648E-02
6.69080E-02,1.648E-02
6.69120E-02,1.648E-02
6.69160E-02,1.648E-02
6.69200E-02,8.485E-03
6.69240E-02,1.648E-02
6.69280E-02,2.448E-02
6.69320E-02,1.648E-02
6.69360E-02,8.485E-03
6.69400E-02,1.648E-02
6.69440E-02,8.485E-03
6.69480E-02,1.648E-02
6.69520E-02,1.648E-02
6.69560E-02,1.648E-02
6.69600E-02,4.845E-04
6.69640E-02,4.845E-04
6.69680E-02,4.845E-04
6.69720E-02,8.485E-03
6.69760E-02,4.845E-04
6.69800E-02,-7.515E-03
6.69840E-02,-7.515E-03
6.69880E-02,4.845E-04
6.69920E-02,-7.515E-03
6.69960E-02,-7.515E-03
6.70000E-02,-7.515E-03
6.70040E-02,-7.515E-03
6.70080E-02,4.845E-04
6.70120E-02,-1.552E-02
6.70160E-02,-7.515E-03
6.70200E-02,4.845E-04
6.70240E-02,4.845E-04
6.70280E-02,-7.515E-03
6.70320E-02,-7.515E-03
6.70360E-02,4.845E-04
6.70400E-02,4.845E-04
6.70440E-02,8.485E-03
6.70480E-02,8.485E-03
6.70520E-02,4.845E-04
6.70560E-02,8.485E-03
6.70600E-02,8.485E-03
6.70640E-02,2.448E-02
6.70680E-02,1.648E-02
6.70720E-02,2.448E-02
6.70760E-02,3.248E-02
6.70800E-02,3.248E-02
6.70840E-02,2.448E-02
6.70880E-02,3.248E-02
6.70920E-02,3.248E-02
6.70960E-02,2.448E-02
6.71000E-02,4.048E-02
6.71040E-02,3.248E-02
6.71080E-02,2.448E-02
6.71120E-02,3.248E-02
6.71160E-02,2.448E-02
6.71200E-02,1.648E-02
6.71240E-02,2.448E-02
6.71280E-02,8.485E-03
6.71320E-02,1.648E-02
6.71360E-02,1.648E-02
6.71400E-02,1.648E-02
6.71440E-02,8.485E-03
6.71480E-02,4.845E-04
6.71520E-02,2.448E-02
6.71560E-02,8.485E-03
6.71600E-02,8.485E-03
6.71640E-02,1.648E-02
6.71680E-02,1.648E-02
6.71720E-02,8.485E-03
6.71760E-02,1.648E-02
6.71800E-02,8.485E-03
6.71840E-02,2.448E-02
6.71880E-02,1.648E-02
6.71920E-02,1.648E-02
6.71960E-02,2.448E-02
6.72000E-02,2.448E-02
6.72040E-02,2.448E-02
6.72080E-02,2.448E-02
6.72120E-02,2.448E-02
6.72160E-02,2.448E-02
6.72200E-02,2.448E-02
6.72240E-02,2.448E-02
6.72280E-02,2.448E-02
6.72320E-02,2.448E-02
6.72360E-02,2.448E-02
6.72400E-02,2.448E-02
6.72440E-02,2.448E-02
6.72480E-02,2.448E-02
6.72520E-02,2.448E-02
6.72560E-02,2.448E-02
6.72600E-02,3.248E-02
6.72640E-02,2.448E-02
6.72680E-02,2.448E-02
6.72720E-02,3.248E-02
6.72760E-02,3.248E-02
6.72800E-02,2.448E-02
6.72840E-02,2.448E-02
6.72880E-02,2.448E-02
6.72920E-02,1.648E-02
6.72960E-02,1.648E-02
6.73000E-02,1.648E-02
6.73040E-02,1.648E-02
6.73080E-02,1.648E-02
6.73120E-02,8.485E-03
6.73160E-02,8.485E-03
6.73200E-02,8.485E-03
6.73240E-02,1.648E-02
6.73280E-02,8.485E-03
6.73320E-02,8.485E-03
6.73360E-02,4.845E-04
6.73400E-02,4.845E-04
6.73440E-02,8.485E-03
6.73480E-02,4.845E-04
6.73520E-02,4.845E-04
6.73560E-02,8.485E-03
6.73600E-02,8.485E-03
6.73640E-02,8.485E-03
6.73680E-02,8.485E-03
6.73720E-02,8.485E-03
6.73760E-02,4.845E-04
6.73800E-02,-7.515E-03
6.73840E-02,8.485E-03
6.73880E-02,4.845E-04
6.73920E-02,-7.515E-03
6.73960E-02,4.845E-04
6.74000E-02,4.845E-04
6.74040E-02,4.845E-04
6.74080E-02,4.845E-04
6.74120E-02,-7.515E-03
6.74160E-02,-7.515E-03
6.74200E-02,4.845E-04
6.74240E-02,4.845E-04
6.74280E-02,4.845E-04
6.74320E-02,4.845E-04
6.74360E-02,4.845E-04
6.74400E-02,-7.515E-03
6.74440E-02,4.845E-04
6.74480E-02,4.845E-04
6.74520E-02,-7.515E-03
6.74560E-02,-7.515E-03
6.74600E-02,4.845E-04
6.74640E-02,8.485E-03
6.74680E-02,4.845E-04
6.74720E-02,4.845E-04
6.74760E-02,4.845E-04
6.74800E-02,-7.515E-03
6.74840E-02,4.845E-04
6.74880E-02,4.845E-04
6.74920E-02,-7.515E-03
6.74960E-02,-7.515E-03
6.75000E-02,-7.515E-03
6.75040E-02,-1.552E-02
6.75080E-02,-1.552E-02
6.75120E-02,-1.552E-02
6.75160E-02,-2.352E-02
6.75200E-02,-1.552E-02
6.75240E-02,-2.352E-02
6.75280E-02,-1.552E-02
6.75320E-02,-1.552E-02
6.75360E-02,-7.515E-03
6.75400E-02,-7.515E-03
6.75440E-02,-1.552E-02
6.75480E-02,-1.552E-02
6.75520E-02,-7.515E-03
6.75560E-02,4.845E-04
6.75600E-02,-7.515E-03
6.75640E-02,4.845E-04
6.75680E-02,4.845E-04
6.75720E-02,4.845E-04
6.75760E-02,4.845E-04
6.75800E-02,4.845E-04
6.75840E-02,8.485E-03
6.75880E-02,4.845E-04
6.75920E-02,8.485E-03
6.75960E-02,8.485E-03
6.76000E-02,4.845E-04
6.76040E-02,8.485E-03
6.76080E-02,8.485E-03
6.76120E-02,4.845E-04
6.76160E-02,1.648E-02
6.76200E-02,8.485E-03
6.76240E-02,8.485E-03
6.76280E-02,8.485E-03
6.76320E-02,8.485E-03
6.76360E-02,1.648E-02
6.76400E-02,8.485E-03
6.76440E-02,1.648E-02
6.76480E-02,8.485E-03
6.76520E-02,8.485E-03
6.76560E-02,4.845E-04
6.76600E-02,4.845E-04
6.76640E-02,8.485E-03
6.76680E-02,4.845E-04
6.76720E-02,4.845E-04
6.76760E-02,4.845E-04
6.76800E-02,4.845E-04
6.76840E-02,8.485E-03
6.76880E-02,8.485E-03
6.76920E-02,8.485E-03
6.76960E-02,8.485E-03
6.77000E-02,8.485E-03
6.77040E-02,1.648E-02
6.77080E-02,4.845E-04
