Vernier Format 2
lampe_vor_neueinstellung.cmbl 21.10.2014 11:21:39 ,
Latest
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

0	-20,229151397	0,00610501	0,031746	-571,13393757	-2,1693685465
0,5	-20,294354419	0,00610501	0,039072	-572,8973227	-2,16269120296
1	-20,489963485	0,00610501	0,035409	-578,18301734	-2,14292008385
1,5	-20,816513046	0,00610501	0,034188	-586,991904053	-2,11076165011
2	-21,142528156	0,00610501	0,03663	-595,767353476	-2,07967085268
2,5	-21,599483761	0,00610501	0,031746	-608,03483942	-2,03771218304
3	-21,860295849	0,00610501	0,028083	-615,019345968	-2,01457077428
3,5	-22,447657498	0,00610501	0,031746	-630,701911182	-1,9644779539
4	-22,643266564	0,00610501	0,032967	-635,91004517	-1,94838878456
4,5	-23,230628213	0,00610501	0,030525	-651,503891764	-1,90175379712
5	-23,42677173	0,00610501	0,034188	-656,696131439	-1,88671737305
5,5	-24,013598928	0,00610501	0,039072	-672,184210044	-1,84324472591
6	-24,274945467	0,00610501	0,03663	-679,059308672	-1,82458289604
6,5	-24,797104094	0,00610501	0,0500611	-692,752990995	-1,78851627652
7	-24,99271316	0,00610501	0,0842491	-697,868112715	-1,77540709688
7,5	-25,580074809	0,00610501	0,139194	-713,178332932	-1,73729338482
8	-25,840886897	0,00610501	0,214896	-719,952750212	-1,72094626993
8,5	-26,363045524	0,00610501	0,285714	-733,470495439	-1,68922950235
9	-26,885204151	0,00610501	0,323565	-746,927323555	-1,65879592422
9,5	-27,146016239	0,00610501	0,346764	-753,625689141	-1,64405223688
10	-27,668174866	0,00610501	0,369963	-766,989079953	-1,61540761451
10,5	-27,994724427	0,00610501	0,380952	-775,314023031	-1,598062157
11	-28,516348603	0,00610501	0,389499	-788,559775493	-1,57121887079
11,5	-28,777695142	0,00610501	0,405372	-795,171715223	-1,55815401413
12	-29,299853769	0,00610501	0,417582	-808,332388271	-1,53278529721
12,5	-29,560665857	0,00610501	0,428571	-814,880916483	-1,5204675615
13	-30,082824484	0,00610501	0,448107	-827,940514343	-1,49648432289
13,5	-30,343636572	0,00610501	0,474969	-834,437946298	-1,48483180265
14	-30,865795199	0,00610501	0,495726	-847,394030213	-1,46212972457
14,5	-31,322750804	0,00610501	0,525031	-858,674552865	-1,44292153047
15	-31,713968936	0,00610501	0,566545	-868,288894219	-1,42694442858
15,5	-32,236127563	0,00610501	0,606838	-881,058000274	-1,40626383236
16	-32,496939651	0,00610501	0,648352	-887,408681385	-1,39619999893
16,5	-33,019098278	0,00610501	0,702076	-900,067667532	-1,37656316819
17	-33,280444817	0,00610501	0,7558	-906,375633749	-1,36698290848
17,5	-33,867806466	0,00610501	0,810745	-920,483417492	-1,34603185289
18	-34,128618554	0,00610501	0,8779	-926,716912614	-1,33697786577
18,5	-34,650777181	0,00610501	0,952381	-939,138841419	-1,31929374588
19	-35,172935808	0,00610501	1,0232	-951,482771688	-1,30217807076
19,5	-35,433747896	0,00610501	1,10745	-957,618889889	-1,29383412658
20	-35,955906523	0,00610501	1,19048	-969,843943109	-1,2775251202
20,5	-36,216718611	0,00610501	1,26374	-975,920111923	-1,26957113073
21	-36,738877238	0,00610501	1,33211	-988,02400518	-1,25401811444
21,5	-36,999689326	0,00610501	1,39316	-994,03908994	-1,24642985627
22	-37,521847953	0,00732601	1,43101	-1006,01956294	-1,23158638822
22,5	-37,848397514	0,00732601	1,442	-1013,46955443	-1,22253302488
23	-38,304818668	0,013431	1,42979	-1023,8272559	-1,2101650868
23,5	-38,631368229	0,045177	1,38095	-1031,19791086	-1,2015152348
