0.5
0.8
1.4
1.8
2.3
2.9
3.6
4.1
4.3
4.9
5.5
6.2
6.5
7.1
7.6
8.0
8.7
8.9
9.5
10.2
10.8
11.3
11.6
12.1
12.2
