1.5
2.2
2.8
3.1
3.2
3.6
3.8
3.9
4.1
4.2
4.6
5.7
5.8
6.1
6.7
7.1
7.9
8.2
8.3
8.5
9.9
10.3
11.0
11.6
11.8
12.4
