0	0
1	0
2	1
3	7
4	6
5	2
6	7
7	8
8	4
9	8
10	3
11	11
12	4973
13	23488
14	23543
15	22428
16	22146
17	21793
18	21246
19	21143
20	20662
21	20376
22	19895
23	19804
24	19763
25	19641
26	19304
27	18833
28	18687
29	18327
30	18038
31	17649
32	17155
33	16891
34	16256
35	15764
36	15322
37	14666
38	14063
39	13295
40	12897
41	11991
42	11383
43	10954
44	10144
45	9340
46	8775
47	8091
48	7575
49	6770
50	6426
51	5810
52	5387
53	4911
54	4435
55	4004
56	3579
57	3185
58	2923
59	2459
60	2292
61	2063
62	1771
63	1589
64	1455
65	1286
66	1024
67	964
68	875
69	706
70	627
71	501
72	453
73	386
74	356
75	320
76	315
77	251
78	202
79	173
80	168
81	150
82	125
83	116
84	119
85	100
86	87
87	66
88	66
89	69
90	65
91	78
92	52
93	60
94	51
95	50
96	46
97	37
98	34
99	49
100	52
101	40
102	32
103	35
104	33
105	43
106	36
107	28
108	32
109	34
110	29
111	35
112	31
113	40
114	30
115	24
116	32
117	25
118	28
119	35
120	30
121	22
122	25
123	26
124	16
125	22
126	17
127	23
128	25
129	19
130	22
131	19
132	18
133	24
134	17
135	15
136	25
137	22
138	15
139	18
140	19
141	16
142	22
143	19
144	22
145	11
146	12
147	22
148	12
149	12
150	17
151	13
152	17
153	17
154	17
155	15
156	22
157	13
158	10
159	13
160	13
161	12
162	11
163	10
164	11
165	7
166	16
167	10
168	13
169	17
170	17
171	12
172	16
173	21
174	19
175	9
176	14
177	8
178	10
179	9
180	12
181	13
182	10
183	12
184	9
185	12
186	17
187	6
188	9
189	12
190	14
191	17
192	8
193	8
194	7
195	16
196	13
197	13
198	6
199	14
200	13
201	9
202	14
203	10
204	8
205	10
206	7
207	14
208	9
209	11
210	5
211	10
212	11
213	11
214	8
215	7
216	6
217	7
218	8
219	7
220	8
221	6
222	11
223	5
224	7
225	9
226	14
227	11
228	3
229	8
230	11
231	8
232	10
233	7
234	9
235	9
236	5
237	9
238	10
239	6
240	7
241	11
242	4
243	6
244	5
245	7
246	6
247	7
248	6
249	6
250	1
251	4
252	6
253	5
254	9
255	6
256	4
257	7
258	5
259	3
260	10
261	7
262	4
263	7
264	2
265	9
266	5
267	5
268	3
269	4
270	4
271	5
272	5
273	8
274	1
275	6
276	4
277	3
278	5
279	7
280	4
281	3
282	7
283	1
284	8
285	4
286	6
287	3
288	6
289	2
290	5
291	3
292	3
293	3
294	4
295	4
296	11
297	8
298	2
299	10
300	4
301	2
302	7
303	2
304	6
305	5
306	4
307	3
308	1
309	3
310	5
311	5
312	2
313	2
314	5
315	10
316	5
317	4
318	6
319	6
320	4
321	4
322	0
323	1
324	2
325	4
326	5
327	6
328	6
329	2
330	1
331	5
332	5
333	5
334	3
335	1
336	2
337	1
338	2
339	2
340	2
341	3
342	4
343	2
344	4
345	4
346	3
347	3
348	5
349	4
350	1
351	3
352	3
353	2
354	1
355	0
356	0
357	3
358	3
359	8
360	4
361	3
362	0
363	3
364	3
365	5
366	3
367	2
368	4
369	5
370	7
371	8
372	0
373	1
374	2
375	5
376	2
377	5
378	3
379	2
380	4
381	1
382	2
383	2
384	3
385	2
386	1
387	4
388	0
389	3
390	5
391	6
392	2
393	2
394	4
395	5
396	3
397	0
398	2
399	2
400	5
401	0
402	4
403	3
404	1
405	3
406	3
407	2
408	2
409	0
410	2
411	0
412	0
413	2
414	2
415	1
416	3
417	5
418	0
419	1
420	3
421	2
422	3
423	2
424	3
425	3
426	3
427	3
428	2
429	2
430	3
431	2
432	4
433	3
434	4
435	2
436	0
437	6
438	3
439	2
440	3
441	0
442	3
443	1
444	2
445	2
446	2
447	0
448	6
449	1
450	3
451	2
452	3
453	3
454	1
455	1
456	2
457	3
458	2
459	1
460	4
461	2
462	1
463	3
464	0
465	1
466	2
467	2
468	1
469	4
470	0
471	2
472	3
473	1
474	3
475	3
476	1
477	1
478	4
479	3
480	3
481	4
482	4
483	1
484	1
485	3
486	1
487	5
488	1
489	3
490	2
491	1
492	1
493	1
494	2
495	5
496	1
497	2
498	0
499	2
500	1
501	3
502	0
503	2
504	6
505	2
506	3
507	1
508	1
509	0
510	0
511	3
512	1
513	0
514	1
515	1
516	2
517	2
518	0
519	2
